tag_code,Tag_date,exposure_dam,exposure_ladder,exposure_start_date,exposure_end_date,exposure_begin,exposure_end,exposure_duration,censor_approach,censor_ladder,Species,Length..mm.,Weight..g.,Age
900_226000135103,4/11/2013 12:00,1,,4/11/2013 12:00,NA,0,12,12,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,4/12/2013 0:00,NA,12,36,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,4/13/2013 0:00,NA,36,60,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,4/14/2013 0:00,NA,60,84,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,4/15/2013 0:00,NA,84,108,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,4/16/2013 0:00,NA,108,132,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,4/17/2013 0:00,NA,132,156,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,4/18/2013 0:00,NA,156,180,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,4/19/2013 0:00,NA,180,204,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,4/20/2013 0:00,NA,204,228,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,4/21/2013 0:00,NA,228,252,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,4/22/2013 0:00,NA,252,276,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,4/23/2013 0:00,NA,276,300,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,4/24/2013 0:00,NA,300,324,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,4/25/2013 0:00,NA,324,348,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,4/26/2013 0:00,NA,348,372,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,4/27/2013 0:00,NA,372,396,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,4/28/2013 0:00,NA,396,420,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,4/29/2013 0:00,NA,420,444,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,4/30/2013 0:00,NA,444,468,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,5/1/2013 0:00,NA,468,492,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,5/2/2013 0:00,NA,492,516,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,5/3/2013 0:00,NA,516,540,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,5/4/2013 0:00,NA,540,564,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,5/5/2013 0:00,NA,564,588,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,5/6/2013 0:00,NA,588,612,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,5/7/2013 0:00,NA,612,636,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,5/8/2013 0:00,NA,636,660,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,5/9/2013 0:00,NA,660,684,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,5/10/2013 0:00,NA,684,708,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,5/11/2013 0:00,NA,708,732,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,5/12/2013 0:00,NA,732,756,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,5/13/2013 0:00,NA,756,780,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,5/14/2013 0:00,NA,780,804,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,5/15/2013 0:00,NA,804,828,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,5/16/2013 0:00,NA,828,852,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,5/17/2013 0:00,NA,852,876,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,5/18/2013 0:00,NA,876,900,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,5/19/2013 0:00,NA,900,924,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,5/20/2013 0:00,NA,924,948,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,5/21/2013 0:00,NA,948,972,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,5/22/2013 0:00,NA,972,996,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,5/23/2013 0:00,NA,996,1020,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,5/24/2013 0:00,NA,1020,1044,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,5/25/2013 0:00,NA,1044,1068,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,5/26/2013 0:00,NA,1068,1092,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,5/27/2013 0:00,NA,1092,1116,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,5/28/2013 0:00,NA,1116,1140,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,5/29/2013 0:00,NA,1140,1164,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,5/30/2013 0:00,NA,1164,1188,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,5/31/2013 0:00,NA,1188,1212,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,6/1/2013 0:00,NA,1212,1236,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,6/2/2013 0:00,NA,1236,1260,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,6/3/2013 0:00,NA,1260,1284,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,6/4/2013 0:00,NA,1284,1308,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,6/5/2013 0:00,NA,1308,1332,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,6/6/2013 0:00,NA,1332,1356,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,6/7/2013 0:00,NA,1356,1380,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,6/8/2013 0:00,NA,1380,1404,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,6/9/2013 0:00,NA,1404,1428,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,6/10/2013 0:00,NA,1428,1452,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,6/11/2013 0:00,NA,1452,1476,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,6/12/2013 0:00,NA,1476,1500,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,6/13/2013 0:00,NA,1500,1524,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,6/14/2013 0:00,NA,1524,1548,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,6/15/2013 0:00,NA,1548,1572,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,6/16/2013 0:00,NA,1572,1596,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,6/17/2013 0:00,NA,1596,1620,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,6/18/2013 0:00,NA,1620,1644,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2013 12:00,1,,6/19/2013 0:00,NA,1644,1668,24,NA,NA,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,2,,4/11/2014 0:00,4/11/2014 15:42,0.00,15.70,15.70,1,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,,1,4/11/2014 15:42,4/11/2014 15:43,15.70,15.72,0.02,NA,0,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,3,,4/11/2014 15:43,4/11/2014 23:59,15.72,23.98,8.27,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,3,,4/12/2014 0:00,,24,48,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,3,,4/13/2014 0:00,,48,72,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,3,,4/14/2014 0:00,,72,96,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,3,,4/15/2014 0:00,,96,120,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,3,,4/16/2014 0:00,,120,144,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,3,,4/17/2014 0:00,,144,168,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,3,,4/18/2014 0:00,,168,192,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,3,,4/19/2014 0:00,,192,216,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,3,,4/20/2014 0:00,,216,240,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,3,,4/21/2014 0:00,,240,264,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,3,,4/22/2014 0:00,,264,288,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,3,,4/23/2014 0:00,,288,312,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,3,,4/24/2014 0:00,,312,336,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,3,,4/25/2014 0:00,,336,360,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,3,,4/26/2014 0:00,,360,384,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,3,,4/27/2014 0:00,,384,408,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,3,,4/28/2014 0:00,,408,432,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,3,,4/29/2014 0:00,,432,456,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,3,,4/30/2014 0:00,,456,480,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,3,,5/1/2014 0:00,,480,504,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,3,,5/2/2014 0:00,,504,528,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,3,,5/3/2014 0:00,5/3/2014 8:10,528,536.1666667,8.166666667,1,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,,2,5/3/2014 8:10,5/3/2014 8:14,536.1666667,536.2333333,0.066666667,NA,0,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,4,,5/3/2014 8:14,5/3/2014 8:20,536.2333333,536.3333333,0.1,1,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,,3,5/3/2014 8:20,5/3/2014 8:24,536.3333333,536.4,0.066666667,NA,0,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,5/3/2014 8:24,5/3/2014 8:29,536.4,536.4833333,0.083333333,1,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,,4,5/3/2014 8:29,5/3/2014 8:32,536.4833333,536.5333333,0.05,NA,0,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,5/3/2014 8:32,5/3/2014 23:11,536.5333333,551.1833333,14.65,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,5/4/2014 0:00,,552,576,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,5/5/2014 0:00,,576,600,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,5/6/2014 0:00,,600,624,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,5/7/2014 0:00,,624,648,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,5/8/2014 0:00,,648,672,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,5/9/2014 0:00,,672,696,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,5/10/2014 0:00,,696,720,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,5/11/2014 0:00,,720,744,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,5/12/2014 0:00,,744,768,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,5/13/2014 0:00,,768,792,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,5/14/2014 0:00,,792,816,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,5/15/2014 0:00,,816,840,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,5/16/2014 0:00,,840,864,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,5/17/2014 0:00,,864,888,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,5/18/2014 0:00,,888,912,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,5/19/2014 0:00,,912,936,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,5/20/2014 0:00,,936,960,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,5/21/2014 0:00,,960,984,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,5/22/2014 0:00,,984,1008,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,5/23/2014 0:00,,1008,1032,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,5/24/2014 0:00,,1032,1056,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,5/25/2014 0:00,,1056,1080,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,5/26/2014 0:00,,1080,1104,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,5/27/2014 0:00,,1104,1128,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,5/28/2014 0:00,,1128,1152,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,5/29/2014 0:00,,1152,1176,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,5/30/2014 0:00,,1176,1200,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,5/31/2014 0:00,,1200,1224,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,6/1/2014 0:00,,1224,1248,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,6/2/2014 0:00,,1248,1272,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,6/3/2014 0:00,,1272,1296,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,6/4/2014 0:00,,1296,1320,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,6/5/2014 0:00,,1320,1344,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,6/6/2014 0:00,,1344,1368,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,6/7/2014 0:00,,1368,1392,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,6/8/2014 0:00,,1392,1416,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,6/9/2014 0:00,,1416,1440,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,6/10/2014 0:00,,1440,1464,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,6/11/2014 0:00,,1464,1488,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,6/12/2014 0:00,,1488,1512,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,6/13/2014 0:00,,1512,1536,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,6/14/2014 0:00,,1536,1560,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,6/15/2014 0:00,,1560,1584,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,6/16/2014 0:00,,1584,1608,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,6/17/2014 0:00,,1608,1632,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,6/18/2014 0:00,,1632,1656,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,6/19/2014 0:00,,1656,1680,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,6/20/2014 0:00,,1680,1704,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,6/21/2014 0:00,,1704,1728,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,6/22/2014 0:00,,1728,1752,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,6/23/2014 0:00,,1752,1776,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,6/24/2014 0:00,,1776,1800,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,6/25/2014 0:00,,1800,1824,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,6/26/2014 0:00,,1824,1848,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,6/27/2014 0:00,,1848,1872,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,6/28/2014 0:00,,1872,1896,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,6/29/2014 0:00,,1896,1920,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,6/30/2014 0:00,,1920,1944,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135103,4/11/2014 0:00,5,,7/1/2014 0:00,,1944,1968,24,2,,Alosa pseudoharengus,249,210,NA
900_226000135104,4/22/2013 12:00,1,,4/22/2013 12:00,NA,0,12,12,2,NA,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,1,,4/23/2013 0:00,NA,12,36,24,2,NA,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,1,,4/24/2013 0:00,4/24/2013 10:28,36,46.46722222,10.46722222,1,NA,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,,1,4/24/2013 10:28,4/24/2013 10:28,46.46722222,46.48083333,0.013611111,NA,0,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,2,,4/24/2013 10:28,4/24/2013 23:59,46.48083333,60,13.51916667,2,,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,2,,4/25/2013 0:00,4/25/2013 10:07,60,70.13305556,10.13305556,1,NA,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,,2,4/25/2013 10:07,4/25/2013 10:10,70.13305556,70.17666667,0.043611111,,0,Alosa aestivalis,310,320,NA
900_226000135104,4/23/2013 12:00,3,,4/25/2013 10:10,4/25/2013 23:59,70.17666667,84,13.82333333,2,,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,3,,4/26/2013 0:00,4/26/2013 11:04,84,95.08305556,11.08305556,1,NA,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,,3,4/26/2013 11:04,4/26/2013 11:09,95.08305556,95.15166667,0.068611111,,0,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,4,,4/26/2013 11:09,4/26/2013 23:59,95.15166667,108,12.84833333,2,,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,4,,4/27/2013 0:00,NA,108,132,24,2,NA,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,4,,4/28/2013 0:00,NA,132,156,24,2,NA,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,4,,4/29/2013 0:00,NA,156,180,24,2,NA,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,4,,4/30/2013 0:00,4/30/2013 5:12,180,185.2011111,5.2011111,1,NA,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,,4,4/30/2013 5:12,4/30/2013 5:12,185.2011111,185.2122222,0.011111111,,0,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,5,,4/30/2013 5:12,4/30/2013 23:59,185.2122222,204,18.7877778,2,,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,5,,5/1/2013 0:00,NA,204,228,24,2,NA,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,5,,5/2/2013 0:00,NA,228,252,24,2,NA,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,5,,5/3/2013 0:00,NA,252,276,24,2,NA,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,5,,5/4/2013 0:00,NA,276,300,24,2,NA,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,5,,5/5/2013 0:00,NA,300,324,24,2,NA,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,5,,5/6/2013 0:00,NA,324,348,24,2,NA,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,5,,5/7/2013 0:00,NA,348,372,24,2,NA,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,5,,5/8/2013 0:00,NA,372,396,24,2,NA,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,5,,5/9/2013 0:00,NA,396,420,24,2,NA,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,5,,5/10/2013 0:00,NA,420,444,24,2,NA,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,5,,5/11/2013 0:00,NA,444,468,24,2,NA,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,5,,5/12/2013 0:00,NA,468,492,24,2,NA,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,5,,5/13/2013 0:00,NA,492,516,24,2,NA,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,5,,5/14/2013 0:00,NA,516,540,24,2,NA,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,5,,5/15/2013 0:00,NA,540,564,24,2,NA,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,5,,5/16/2013 0:00,NA,564,588,24,2,NA,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,5,,5/17/2013 0:00,NA,588,612,24,2,NA,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,5,,5/18/2013 0:00,NA,612,636,24,2,NA,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,5,,5/19/2013 0:00,NA,636,660,24,2,NA,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,5,,5/20/2013 0:00,NA,660,684,24,2,NA,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,5,,5/21/2013 0:00,NA,684,708,24,2,NA,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,5,,5/22/2013 0:00,NA,708,732,24,2,NA,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,5,,5/23/2013 0:00,NA,732,756,24,2,NA,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,5,,5/24/2013 0:00,NA,756,780,24,2,NA,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,5,,5/25/2013 0:00,NA,780,804,24,2,NA,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,5,,5/26/2013 0:00,NA,804,828,24,2,NA,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,5,,5/27/2013 0:00,NA,828,852,24,2,NA,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,5,,5/28/2013 0:00,NA,852,876,24,2,NA,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,5,,5/29/2013 0:00,NA,876,900,24,2,NA,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,5,,5/30/2013 0:00,NA,900,924,24,2,NA,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,5,,5/31/2013 0:00,NA,924,948,24,2,NA,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,5,,6/1/2013 0:00,NA,948,972,24,2,NA,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,5,,6/2/2013 0:00,NA,972,996,24,2,NA,Alosa aestivalis,310,320,NA
900_226000135104,4/22/2013 12:00,5,,6/3/2013 0:00,NA,996,1020,24,2,NA,Alosa aestivalis,310,320,NA
