"","tag_code","Tag_date","exposure_start_date","exposure_end_date","exposure_begin","exposure_end","exposure_duration","censor_approach","censor_ladder","Species","Length..mm.","Weight..g.","Age"
"1","900_226000135103",2013-04-11 12:00:00,2013-04-11 12:00:00,NA,0,12,12,NA,NA,"Alosa pseudoharengus",249,210,NA
"2","900_226000135103",2013-04-11 12:00:00,2013-04-12 00:00:00,NA,12,36,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"3","900_226000135103",2013-04-11 12:00:00,2013-04-13 00:00:00,NA,36,60,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"4","900_226000135103",2013-04-11 12:00:00,2013-04-14 00:00:00,NA,60,84,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"5","900_226000135103",2013-04-11 12:00:00,2013-04-15 00:00:00,NA,84,108,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"6","900_226000135103",2013-04-11 12:00:00,2013-04-16 00:00:00,NA,108,132,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"7","900_226000135103",2013-04-11 12:00:00,2013-04-17 00:00:00,NA,132,156,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"8","900_226000135103",2013-04-11 12:00:00,2013-04-18 00:00:00,NA,156,180,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"9","900_226000135103",2013-04-11 12:00:00,2013-04-19 00:00:00,NA,180,204,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"10","900_226000135103",2013-04-11 12:00:00,2013-04-20 00:00:00,NA,204,228,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"11","900_226000135103",2013-04-11 12:00:00,2013-04-21 00:00:00,NA,228,252,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"12","900_226000135103",2013-04-11 12:00:00,2013-04-22 00:00:00,NA,252,276,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"13","900_226000135103",2013-04-11 12:00:00,2013-04-23 00:00:00,NA,276,300,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"14","900_226000135103",2013-04-11 12:00:00,2013-04-24 00:00:00,NA,300,324,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"15","900_226000135103",2013-04-11 12:00:00,2013-04-25 00:00:00,NA,324,348,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"16","900_226000135103",2013-04-11 12:00:00,2013-04-26 00:00:00,NA,348,372,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"17","900_226000135103",2013-04-11 12:00:00,2013-04-27 00:00:00,NA,372,396,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"18","900_226000135103",2013-04-11 12:00:00,2013-04-28 00:00:00,NA,396,420,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"19","900_226000135103",2013-04-11 12:00:00,2013-04-29 00:00:00,NA,420,444,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"20","900_226000135103",2013-04-11 12:00:00,2013-04-30 00:00:00,NA,444,468,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"21","900_226000135103",2013-04-11 12:00:00,2013-05-01 00:00:00,NA,468,492,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"22","900_226000135103",2013-04-11 12:00:00,2013-05-02 00:00:00,NA,492,516,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"23","900_226000135103",2013-04-11 12:00:00,2013-05-03 00:00:00,NA,516,540,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"24","900_226000135103",2013-04-11 12:00:00,2013-05-04 00:00:00,NA,540,564,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"25","900_226000135103",2013-04-11 12:00:00,2013-05-05 00:00:00,NA,564,588,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"26","900_226000135103",2013-04-11 12:00:00,2013-05-06 00:00:00,NA,588,612,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"27","900_226000135103",2013-04-11 12:00:00,2013-05-07 00:00:00,NA,612,636,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"28","900_226000135103",2013-04-11 12:00:00,2013-05-08 00:00:00,NA,636,660,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"29","900_226000135103",2013-04-11 12:00:00,2013-05-09 00:00:00,NA,660,684,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"30","900_226000135103",2013-04-11 12:00:00,2013-05-10 00:00:00,NA,684,708,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"31","900_226000135103",2013-04-11 12:00:00,2013-05-11 00:00:00,NA,708,732,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"32","900_226000135103",2013-04-11 12:00:00,2013-05-12 00:00:00,NA,732,756,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"33","900_226000135103",2013-04-11 12:00:00,2013-05-13 00:00:00,NA,756,780,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"34","900_226000135103",2013-04-11 12:00:00,2013-05-14 00:00:00,NA,780,804,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"35","900_226000135103",2013-04-11 12:00:00,2013-05-15 00:00:00,NA,804,828,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"36","900_226000135103",2013-04-11 12:00:00,2013-05-16 00:00:00,NA,828,852,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"37","900_226000135103",2013-04-11 12:00:00,2013-05-17 00:00:00,NA,852,876,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"38","900_226000135103",2013-04-11 12:00:00,2013-05-18 00:00:00,NA,876,900,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"39","900_226000135103",2013-04-11 12:00:00,2013-05-19 00:00:00,NA,900,924,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"40","900_226000135103",2013-04-11 12:00:00,2013-05-20 00:00:00,NA,924,948,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"41","900_226000135103",2013-04-11 12:00:00,2013-05-21 00:00:00,NA,948,972,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"42","900_226000135103",2013-04-11 12:00:00,2013-05-22 00:00:00,NA,972,996,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"43","900_226000135103",2013-04-11 12:00:00,2013-05-23 00:00:00,NA,996,1020,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"44","900_226000135103",2013-04-11 12:00:00,2013-05-24 00:00:00,NA,1020,1044,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"45","900_226000135103",2013-04-11 12:00:00,2013-05-25 00:00:00,NA,1044,1068,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"46","900_226000135103",2013-04-11 12:00:00,2013-05-26 00:00:00,NA,1068,1092,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"47","900_226000135103",2013-04-11 12:00:00,2013-05-27 00:00:00,NA,1092,1116,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"48","900_226000135103",2013-04-11 12:00:00,2013-05-28 00:00:00,NA,1116,1140,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"49","900_226000135103",2013-04-11 12:00:00,2013-05-29 00:00:00,NA,1140,1164,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"50","900_226000135103",2013-04-11 12:00:00,2013-05-30 00:00:00,NA,1164,1188,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"51","900_226000135103",2013-04-11 12:00:00,2013-05-31 00:00:00,NA,1188,1212,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"52","900_226000135103",2013-04-11 12:00:00,2013-06-01 00:00:00,NA,1212,1236,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"53","900_226000135103",2013-04-11 12:00:00,2013-06-02 00:00:00,NA,1236,1260,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"54","900_226000135103",2013-04-11 12:00:00,2013-06-03 00:00:00,NA,1260,1284,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"55","900_226000135103",2013-04-11 12:00:00,2013-06-04 00:00:00,NA,1284,1308,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"56","900_226000135103",2013-04-11 12:00:00,2013-06-05 00:00:00,NA,1308,1332,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"57","900_226000135103",2013-04-11 12:00:00,2013-06-06 00:00:00,NA,1332,1356,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"58","900_226000135103",2013-04-11 12:00:00,2013-06-07 00:00:00,NA,1356,1380,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"59","900_226000135103",2013-04-11 12:00:00,2013-06-08 00:00:00,NA,1380,1404,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"60","900_226000135103",2013-04-11 12:00:00,2013-06-09 00:00:00,NA,1404,1428,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"61","900_226000135103",2013-04-11 12:00:00,2013-06-10 00:00:00,NA,1428,1452,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"62","900_226000135103",2013-04-11 12:00:00,2013-06-11 00:00:00,NA,1452,1476,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"63","900_226000135103",2013-04-11 12:00:00,2013-06-12 00:00:00,NA,1476,1500,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"64","900_226000135103",2013-04-11 12:00:00,2013-06-13 00:00:00,NA,1500,1524,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"65","900_226000135103",2013-04-11 12:00:00,2013-06-14 00:00:00,NA,1524,1548,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"66","900_226000135103",2013-04-11 12:00:00,2013-06-15 00:00:00,NA,1548,1572,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"67","900_226000135103",2013-04-11 12:00:00,2013-06-16 00:00:00,NA,1572,1596,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"68","900_226000135103",2013-04-11 12:00:00,2013-06-17 00:00:00,NA,1596,1620,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"69","900_226000135103",2013-04-11 12:00:00,2013-06-18 00:00:00,NA,1620,1644,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"70","900_226000135103",2013-04-11 12:00:00,2013-06-19 00:00:00,NA,1644,1668,24,NA,NA,"Alosa pseudoharengus",249,210,NA
"71","900_226000135103",2013-04-11 12:00:00,2014-04-11 15:42:42,2014-04-11 15:43:20,8763.71166666673,8763.72222222229,0.0105555555546744,NA,0,"Alosa pseudoharengus",249,210,NA
"72","900_226000135103",2013-04-11 12:00:00,2014-05-03 08:10:14,2014-05-03 08:14:54,9284.17083333327,9284.2483333334,0.0775000001340231,NA,0,"Alosa pseudoharengus",249,210,NA
"73","900_226000135103",2013-04-11 12:00:00,2014-05-03 08:20:10,2014-05-03 08:24:50,9284.33611111111,9284.41388888889,0.077777777776646,NA,0,"Alosa pseudoharengus",249,210,NA
"74","900_226000135103",2013-04-11 12:00:00,2014-05-03 08:29:09,2014-05-03 08:32:09,9284.48611111104,9284.53611111105,0.0500000000010914,NA,0,"Alosa pseudoharengus",249,210,NA
"75","900_226000135104",2013-04-22 12:00:00,2013-04-22 12:00:00,NA,0,12,12,NA,NA,"Alosa aestivalis",310,320,NA
"76","900_226000135104",2013-04-22 12:00:00,2013-04-23 00:00:00,NA,12,36,24,NA,NA,"Alosa aestivalis",310,320,NA
"77","900_226000135104",2013-04-22 12:00:00,2013-04-24 00:00:00,NA,36,60,24,NA,NA,"Alosa aestivalis",310,320,NA
"78","900_226000135104",2013-04-22 12:00:00,2013-04-24 10:28:01,2013-04-24 10:28:51,46.467222222156,46.4808333333333,0.0136111111773403,NA,0,"Alosa aestivalis",310,320,NA
"79","900_226000135104",2013-04-22 12:00:00,2013-04-25 00:00:00,NA,60,84,24,NA,NA,"Alosa aestivalis",310,320,NA
"80","900_226000135104",2013-04-22 12:00:00,2013-04-25 10:07:59,2013-04-25 10:10:36,70.1330555556218,70.1766666666667,0.043611111044882,NA,0,"Alosa aestivalis",310,320,NA
"81","900_226000135104",2013-04-22 12:00:00,2013-04-26 00:00:00,NA,84,108,24,NA,NA,"Alosa aestivalis",310,320,NA
"82","900_226000135104",2013-04-22 12:00:00,2013-04-26 11:04:59,2013-04-26 11:09:06,95.0830555555556,95.1516666666667,0.0686111111111103,NA,0,"Alosa aestivalis",310,320,NA
"83","900_226000135104",2013-04-22 12:00:00,2013-04-27 00:00:00,NA,108,132,24,NA,NA,"Alosa aestivalis",310,320,NA
"84","900_226000135104",2013-04-22 12:00:00,2013-04-28 00:00:00,NA,132,156,24,NA,NA,"Alosa aestivalis",310,320,NA
"85","900_226000135104",2013-04-22 12:00:00,2013-04-29 00:00:00,NA,156,180,24,NA,NA,"Alosa aestivalis",310,320,NA
"86","900_226000135104",2013-04-22 12:00:00,2013-04-30 00:00:00,NA,180,204,24,NA,NA,"Alosa aestivalis",310,320,NA
"87","900_226000135104",2013-04-22 12:00:00,2013-04-30 05:12:04,2013-04-30 05:12:44,185.201111111177,185.212222222222,0.0111111110448689,NA,0,"Alosa aestivalis",310,320,NA
"88","900_226000135104",2013-04-22 12:00:00,2013-05-01 00:00:00,NA,204,228,24,NA,NA,"Alosa aestivalis",310,320,NA
"89","900_226000135104",2013-04-22 12:00:00,2013-05-02 00:00:00,NA,228,252,24,NA,NA,"Alosa aestivalis",310,320,NA
"90","900_226000135104",2013-04-22 12:00:00,2013-05-03 00:00:00,NA,252,276,24,NA,NA,"Alosa aestivalis",310,320,NA
"91","900_226000135104",2013-04-22 12:00:00,2013-05-04 00:00:00,NA,276,300,24,NA,NA,"Alosa aestivalis",310,320,NA
"92","900_226000135104",2013-04-22 12:00:00,2013-05-05 00:00:00,NA,300,324,24,NA,NA,"Alosa aestivalis",310,320,NA
"93","900_226000135104",2013-04-22 12:00:00,2013-05-06 00:00:00,NA,324,348,24,NA,NA,"Alosa aestivalis",310,320,NA
"94","900_226000135104",2013-04-22 12:00:00,2013-05-07 00:00:00,NA,348,372,24,NA,NA,"Alosa aestivalis",310,320,NA
"95","900_226000135104",2013-04-22 12:00:00,2013-05-08 00:00:00,NA,372,396,24,NA,NA,"Alosa aestivalis",310,320,NA
"96","900_226000135104",2013-04-22 12:00:00,2013-05-09 00:00:00,NA,396,420,24,NA,NA,"Alosa aestivalis",310,320,NA
"97","900_226000135104",2013-04-22 12:00:00,2013-05-10 00:00:00,NA,420,444,24,NA,NA,"Alosa aestivalis",310,320,NA
"98","900_226000135104",2013-04-22 12:00:00,2013-05-11 00:00:00,NA,444,468,24,NA,NA,"Alosa aestivalis",310,320,NA
"99","900_226000135104",2013-04-22 12:00:00,2013-05-12 00:00:00,NA,468,492,24,NA,NA,"Alosa aestivalis",310,320,NA
"100","900_226000135104",2013-04-22 12:00:00,2013-05-13 00:00:00,NA,492,516,24,NA,NA,"Alosa aestivalis",310,320,NA
"101","900_226000135104",2013-04-22 12:00:00,2013-05-14 00:00:00,NA,516,540,24,NA,NA,"Alosa aestivalis",310,320,NA
"102","900_226000135104",2013-04-22 12:00:00,2013-05-15 00:00:00,NA,540,564,24,NA,NA,"Alosa aestivalis",310,320,NA
"103","900_226000135104",2013-04-22 12:00:00,2013-05-16 00:00:00,NA,564,588,24,NA,NA,"Alosa aestivalis",310,320,NA
"104","900_226000135104",2013-04-22 12:00:00,2013-05-17 00:00:00,NA,588,612,24,NA,NA,"Alosa aestivalis",310,320,NA
"105","900_226000135104",2013-04-22 12:00:00,2013-05-18 00:00:00,NA,612,636,24,NA,NA,"Alosa aestivalis",310,320,NA
"106","900_226000135104",2013-04-22 12:00:00,2013-05-19 00:00:00,NA,636,660,24,NA,NA,"Alosa aestivalis",310,320,NA
"107","900_226000135104",2013-04-22 12:00:00,2013-05-20 00:00:00,NA,660,684,24,NA,NA,"Alosa aestivalis",310,320,NA
"108","900_226000135104",2013-04-22 12:00:00,2013-05-21 00:00:00,NA,684,708,24,NA,NA,"Alosa aestivalis",310,320,NA
"109","900_226000135104",2013-04-22 12:00:00,2013-05-22 00:00:00,NA,708,732,24,NA,NA,"Alosa aestivalis",310,320,NA
"110","900_226000135104",2013-04-22 12:00:00,2013-05-23 00:00:00,NA,732,756,24,NA,NA,"Alosa aestivalis",310,320,NA
"111","900_226000135104",2013-04-22 12:00:00,2013-05-24 00:00:00,NA,756,780,24,NA,NA,"Alosa aestivalis",310,320,NA
"112","900_226000135104",2013-04-22 12:00:00,2013-05-25 00:00:00,NA,780,804,24,NA,NA,"Alosa aestivalis",310,320,NA
"113","900_226000135104",2013-04-22 12:00:00,2013-05-26 00:00:00,NA,804,828,24,NA,NA,"Alosa aestivalis",310,320,NA
"114","900_226000135104",2013-04-22 12:00:00,2013-05-27 00:00:00,NA,828,852,24,NA,NA,"Alosa aestivalis",310,320,NA
"115","900_226000135104",2013-04-22 12:00:00,2013-05-28 00:00:00,NA,852,876,24,NA,NA,"Alosa aestivalis",310,320,NA
"116","900_226000135104",2013-04-22 12:00:00,2013-05-29 00:00:00,NA,876,900,24,NA,NA,"Alosa aestivalis",310,320,NA
"117","900_226000135104",2013-04-22 12:00:00,2013-05-30 00:00:00,NA,900,924,24,NA,NA,"Alosa aestivalis",310,320,NA
"118","900_226000135104",2013-04-22 12:00:00,2013-05-31 00:00:00,NA,924,948,24,NA,NA,"Alosa aestivalis",310,320,NA
"119","900_226000135104",2013-04-22 12:00:00,2013-06-01 00:00:00,NA,948,972,24,NA,NA,"Alosa aestivalis",310,320,NA
"120","900_226000135104",2013-04-22 12:00:00,2013-06-02 00:00:00,NA,972,996,24,NA,NA,"Alosa aestivalis",310,320,NA
"121","900_226000135104",2013-04-22 12:00:00,2013-06-03 00:00:00,NA,996,1020,24,NA,NA,"Alosa aestivalis",310,320,NA
"122","900_226000135104",2013-04-22 12:00:00,2013-06-04 00:00:00,NA,1020,1044,24,NA,NA,"Alosa aestivalis",310,320,NA
"123","900_226000135104",2013-04-22 12:00:00,2013-06-05 00:00:00,NA,1044,1068,24,NA,NA,"Alosa aestivalis",310,320,NA
"124","900_226000135104",2013-04-22 12:00:00,2013-06-06 00:00:00,NA,1068,1092,24,NA,NA,"Alosa aestivalis",310,320,NA
"125","900_226000135104",2013-04-22 12:00:00,2013-06-07 00:00:00,NA,1092,1116,24,NA,NA,"Alosa aestivalis",310,320,NA
"126","900_226000135104",2013-04-22 12:00:00,2013-06-08 00:00:00,NA,1116,1140,24,NA,NA,"Alosa aestivalis",310,320,NA
"127","900_226000135104",2013-04-22 12:00:00,2013-06-09 00:00:00,NA,1140,1164,24,NA,NA,"Alosa aestivalis",310,320,NA
"128","900_226000135104",2013-04-22 12:00:00,2013-06-10 00:00:00,NA,1164,1188,24,NA,NA,"Alosa aestivalis",310,320,NA
"129","900_226000135104",2013-04-22 12:00:00,2013-06-11 00:00:00,NA,1188,1212,24,NA,NA,"Alosa aestivalis",310,320,NA
"130","900_226000135104",2013-04-22 12:00:00,2013-06-12 00:00:00,NA,1212,1236,24,NA,NA,"Alosa aestivalis",310,320,NA
"131","900_226000135104",2013-04-22 12:00:00,2013-06-13 00:00:00,NA,1236,1260,24,NA,NA,"Alosa aestivalis",310,320,NA
"132","900_226000135104",2013-04-22 12:00:00,2013-06-14 00:00:00,NA,1260,1284,24,NA,NA,"Alosa aestivalis",310,320,NA
"133","900_226000135104",2013-04-22 12:00:00,2013-06-15 00:00:00,NA,1284,1308,24,NA,NA,"Alosa aestivalis",310,320,NA
"134","900_226000135104",2013-04-22 12:00:00,2013-06-16 00:00:00,NA,1308,1332,24,NA,NA,"Alosa aestivalis",310,320,NA
"135","900_226000135104",2013-04-22 12:00:00,2013-06-17 00:00:00,NA,1332,1356,24,NA,NA,"Alosa aestivalis",310,320,NA
"136","900_226000135104",2013-04-22 12:00:00,2013-06-18 00:00:00,NA,1356,1380,24,NA,NA,"Alosa aestivalis",310,320,NA
"137","900_226000135104",2013-04-22 12:00:00,2013-06-19 00:00:00,NA,1380,1404,24,NA,NA,"Alosa aestivalis",310,320,NA
"138","900_226000135106",2013-04-11 12:00:00,2013-04-11 12:00:00,NA,0,12,12,NA,NA,"Alosa pseudoharengus",227,150,NA
"139","900_226000135106",2013-04-11 12:00:00,2013-04-12 00:00:00,NA,12,36,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"140","900_226000135106",2013-04-11 12:00:00,2013-04-13 00:00:00,NA,36,60,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"141","900_226000135106",2013-04-11 12:00:00,2013-04-14 00:00:00,NA,60,84,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"142","900_226000135106",2013-04-11 12:00:00,2013-04-15 00:00:00,NA,84,108,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"143","900_226000135106",2013-04-11 12:00:00,2013-04-16 00:00:00,NA,108,132,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"144","900_226000135106",2013-04-11 12:00:00,2013-04-17 00:00:00,NA,132,156,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"145","900_226000135106",2013-04-11 12:00:00,2013-04-17 08:54:54,2013-04-17 08:55:09,140.915,140.919166666733,0.00416666673291388,NA,0,"Alosa pseudoharengus",227,150,NA
"146","900_226000135106",2013-04-11 12:00:00,2013-04-18 00:00:00,NA,156,180,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"147","900_226000135106",2013-04-11 12:00:00,2013-04-18 08:25:39,2013-04-18 08:26:05,164.427777777712,164.434722222222,0.00694444451067966,NA,0,"Alosa pseudoharengus",227,150,NA
"148","900_226000135106",2013-04-11 12:00:00,2013-04-19 00:00:00,NA,180,204,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"149","900_226000135106",2013-04-11 12:00:00,2013-04-20 00:00:00,NA,204,228,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"150","900_226000135106",2013-04-11 12:00:00,2013-04-21 00:00:00,NA,228,252,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"151","900_226000135106",2013-04-11 12:00:00,2013-04-22 00:00:00,NA,252,276,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"152","900_226000135106",2013-04-11 12:00:00,2013-04-23 00:00:00,NA,276,300,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"153","900_226000135106",2013-04-11 12:00:00,2013-04-24 00:00:00,NA,300,324,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"154","900_226000135106",2013-04-11 12:00:00,2013-04-25 00:00:00,NA,324,348,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"155","900_226000135106",2013-04-11 12:00:00,2013-04-26 00:00:00,NA,348,372,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"156","900_226000135106",2013-04-11 12:00:00,2013-04-27 00:00:00,NA,372,396,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"157","900_226000135106",2013-04-11 12:00:00,2013-04-27 06:27:38,2013-04-27 06:40:32,378.460833333267,378.675555555556,0.214722222288458,NA,0,"Alosa pseudoharengus",227,150,NA
"158","900_226000135106",2013-04-11 12:00:00,2013-04-28 00:00:00,NA,396,420,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"159","900_226000135106",2013-04-11 12:00:00,2013-04-29 00:00:00,NA,420,444,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"160","900_226000135106",2013-04-11 12:00:00,2013-04-30 00:00:00,NA,444,468,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"161","900_226000135106",2013-04-11 12:00:00,2013-05-01 00:00:00,NA,468,492,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"162","900_226000135106",2013-04-11 12:00:00,2013-05-02 00:00:00,NA,492,516,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"163","900_226000135106",2013-04-11 12:00:00,2013-05-03 00:00:00,NA,516,540,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"164","900_226000135106",2013-04-11 12:00:00,2013-05-04 00:00:00,NA,540,564,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"165","900_226000135106",2013-04-11 12:00:00,2013-05-05 00:00:00,NA,564,588,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"166","900_226000135106",2013-04-11 12:00:00,2013-05-06 00:00:00,NA,588,612,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"167","900_226000135106",2013-04-11 12:00:00,2013-05-07 00:00:00,NA,612,636,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"168","900_226000135106",2013-04-11 12:00:00,2013-05-08 00:00:00,NA,636,660,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"169","900_226000135106",2013-04-11 12:00:00,2013-05-09 00:00:00,NA,660,684,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"170","900_226000135106",2013-04-11 12:00:00,2013-05-10 00:00:00,NA,684,708,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"171","900_226000135106",2013-04-11 12:00:00,2013-05-11 00:00:00,NA,708,732,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"172","900_226000135106",2013-04-11 12:00:00,2013-05-12 00:00:00,NA,732,756,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"173","900_226000135106",2013-04-11 12:00:00,2013-05-13 00:00:00,NA,756,780,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"174","900_226000135106",2013-04-11 12:00:00,2013-05-14 00:00:00,NA,780,804,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"175","900_226000135106",2013-04-11 12:00:00,2013-05-15 00:00:00,NA,804,828,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"176","900_226000135106",2013-04-11 12:00:00,2013-05-16 00:00:00,NA,828,852,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"177","900_226000135106",2013-04-11 12:00:00,2013-05-17 00:00:00,NA,852,876,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"178","900_226000135106",2013-04-11 12:00:00,2013-05-18 00:00:00,NA,876,900,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"179","900_226000135106",2013-04-11 12:00:00,2013-05-19 00:00:00,NA,900,924,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"180","900_226000135106",2013-04-11 12:00:00,2013-05-20 00:00:00,NA,924,948,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"181","900_226000135106",2013-04-11 12:00:00,2013-05-21 00:00:00,NA,948,972,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"182","900_226000135106",2013-04-11 12:00:00,2013-05-22 00:00:00,NA,972,996,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"183","900_226000135106",2013-04-11 12:00:00,2013-05-23 00:00:00,NA,996,1020,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"184","900_226000135106",2013-04-11 12:00:00,2013-05-24 00:00:00,NA,1020,1044,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"185","900_226000135106",2013-04-11 12:00:00,2013-05-25 00:00:00,NA,1044,1068,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"186","900_226000135106",2013-04-11 12:00:00,2013-05-26 00:00:00,NA,1068,1092,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"187","900_226000135106",2013-04-11 12:00:00,2013-05-27 00:00:00,NA,1092,1116,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"188","900_226000135106",2013-04-11 12:00:00,2013-05-28 00:00:00,NA,1116,1140,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"189","900_226000135106",2013-04-11 12:00:00,2013-05-29 00:00:00,NA,1140,1164,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"190","900_226000135106",2013-04-11 12:00:00,2013-05-30 00:00:00,NA,1164,1188,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"191","900_226000135106",2013-04-11 12:00:00,2013-05-31 00:00:00,NA,1188,1212,24,NA,NA,"Alosa pseudoharengus",227,150,NA
"192","900_226000135106",2013-04-11 12:00:00,2013-06-01 00:00:00,NA,1212,1236,24,NA,NA,"Alosa pseudoharengus",227,150,NA
