=~=~=~=~=~=~=~=~=~=~=~=	PuTTY	log	2013.05.27	8:57:05	=~=~=~=~=~=~=~=~=~=~=~=										
UP															
															
Oregon	RFID	Datalogger	Version	'4.04	'										
Datalogger	functions														
	UP	upload	detection	records											
	UH	show	upload	history											
	UT	upload	time	records											
TagTracker	functions														
	EX	export	TagTracker	database											
	IM	import	TagTracker	database											
Reader	configuration														
	DT	set	date	and	time										
	FR	factory	reset	datalogger	and	reader									
	ON	set	automatic	on/off	times										
	CG	change	reader	settings											
	MX	enter	mux	sequence											
	MV	set	minimum	voltage	before	shutdown									
	DM	select	detection	messages	to	display									
	CO	enter	comment	to	log	file									
Performance	monitor														
	SS	show	scans	per	second	and	pulse	timings							
	AD	show	reader	"voltages,"	amperages										
	AV	calibrate	analog	voltage											
	RT	read	board	temperature											
	WR	write	tag	id											
															
>UP															
05/23/2013	15:47:58	00:00.0	R	0000_0000000174764573	A1	1	5566								
05/23/2013	15:56:30	00:00.0	R	0000_0000000180573686	A2	1	5412								
05/23/2013	15:59:53	00:00.0	R	0000_0000000174764544	A3	1	2697								
05/23/2013	16:11:28	00:00.0	R	0000_0000000180573686	A2	1	2706								
05/23/2013	16:14:47	00:00.0	R	0000_0000000174764544	A3	1	2696								
05/23/2013	16:26:26	00:00.0	R	0000_0000000180573686	A2	1	2706								
05/23/2013	16:29:43	00:00.0	R	0000_0000000174764544	A3	1	2697								
05/23/2013	16:41:24	00:00.0	R	0000_0000000180573686	A2	1	2705								
05/23/2013	16:44:38	00:00.0	R	0000_0000000174764544	A3	1	2697								
05/23/2013	16:52:12	00:00.0	A	900_226000135086	A3	1	1365								
05/23/2013	16:59:34	00:00.0	R	0000_0000000174764544	A3	1	1332								
05/23/2013	17:11:21	00:00.0	R	0000_0000000180573686	A2	1	5414								
05/23/2013	17:20:17	00:00.0	R	0000_0000000174764573	A1	1	16696								
05/23/2013	17:26:19	00:00.0	R	0000_0000000180573686	A2	1	2706								
05/23/2013	17:29:24	00:00.0	R	0000_0000000174764544	A3	1	5396								
05/23/2013	17:39:36	00:00.0	A	900_226000135099	A3	1	1842								
05/23/2013	17:41:17	00:00.0	R	0000_0000000180573686	A2	1	2706								
05/23/2013	17:44:20	00:00.0	R	0000_0000000174764544	A3	1	855								
05/23/2013	17:56:15	00:00.0	R	0000_0000000180573686	A2	1	2706								
05/23/2013	17:59:15	00:00.0	R	0000_0000000174764544	A3	1	2697								
05/23/2013	18:21:50	00:00.0	R	0000_0000000174764573	A1	1	11130								
05/23/2013	18:26:11	00:00.0	R	0000_0000000180573686	A2	1	5413								
05/23/2013	18:29:06	00:00.0	R	0000_0000000174764544	A3	1	5398								
05/23/2013	18:37:35	00:00.0	A	900_226000137582	A3	1	1533								
05/23/2013	18:39:03	00:00.0	A	900_226000137582	A3	1	264								
05/23/2013	18:41:10	00:00.0	R	0000_0000000180573686	A2	1	2707								
05/23/2013	18:44:02	00:00.0	R	0000_0000000174764544	A3	1	900								
05/23/2013	18:52:37	00:00.0	R	0000_0000000174764573	A1	1	5565								
05/23/2013	18:56:08	00:00.0	R	0000_0000000180573686	A2	1	2707								
05/23/2013	18:58:57	00:00.0	R	0000_0000000174764544	A3	1	2698								
05/23/2013	19:11:06	00:00.0	R	0000_0000000180573686	A2	1	2707								
05/23/2013	19:13:52	00:00.0	R	0000_0000000174764544	A3	1	2698								
05/23/2013	19:26:04	00:00.0	R	0000_0000000180573686	A2	1	2707								
05/23/2013	19:28:48	00:00.0	R	0000_0000000174764544	A3	1	2699								
05/23/2013	19:41:03	00:00.0	R	0000_0000000180573686	A2	1	2707								
05/23/2013	19:43:43	00:00.0	R	0000_0000000174764544	A3	1	2698								
05/23/2013	19:56:01	00:00.0	R	0000_0000000180573686	A2	1	2707								
05/23/2013	19:58:33	00:00.0	A	900_226000135099	A3	1	2681								
05/23/2013	19:58:39	00:00.0	R	0000_0000000174764544	A3	1	16								
05/23/2013	20:01:58	00:00.0	A	900_226000135099	A3	1	600								
05/23/2013	20:02:15	00:00.3	A	900_226000135099	A3	2	51								
05/23/2013	20:10:59	00:00.0	R	0000_0000000180573686	A2	1	2707								
05/23/2013	20:13:34	00:00.0	R	0000_0000000174764544	A3	1	2043								
05/23/2013	20:40:55	00:00.0	R	0000_0000000180573686	A2	1	5412								
05/23/2013	20:55:53	00:00.0	R	0000_0000000180573686	A2	1	2706								
05/23/2013	20:58:20	00:00.0	R	0000_0000000174764544	A3	1	8097								
05/23/2013	21:10:51	00:00.0	R	0000_0000000180573686	A2	1	2706								
05/23/2013	21:13:15	00:00.0	R	0000_0000000174764544	A3	1	2699								
05/23/2013	21:26:27	00:00.0	R	0000_0000000174764573	A1	1	27826								
05/23/2013	21:28:11	00:00.0	R	0000_0000000174764544	A3	1	2699								
05/23/2013	21:40:47	00:00.0	R	0000_0000000180573686	A2	1	5414								
05/23/2013	21:43:06	00:00.0	R	0000_0000000174764544	A3	1	2699								
05/23/2013	21:55:44	00:00.0	R	0000_0000000180573686	A2	1	2706								
05/23/2013	21:57:13	00:00.0	R	0000_0000000174764573	A1	1	5565								
05/23/2013	21:58:02	00:00.0	R	0000_0000000174764544	A3	1	2700								
05/23/2013	22:10:43	00:00.0	R	0000_0000000180573686	A2	1	2707								
05/23/2013	22:12:58	00:00.0	R	0000_0000000174764544	A3	1	2699								
05/23/2013	22:25:41	00:00.0	R	0000_0000000180573686	A2	1	2707								
05/23/2013	22:27:54	00:00.0	R	0000_0000000174764544	A3	1	2700								
05/23/2013	22:42:49	00:00.0	R	0000_0000000174764544	A3	1	2699								
05/23/2013	22:55:38	00:00.0	R	0000_0000000180573686	A2	1	5416								
05/23/2013	22:57:45	00:00.0	R	0000_0000000174764544	A3	1	2700								
05/23/2013	22:58:45	00:00.0	R	0000_0000000174764573	A1	1	11130								
05/23/2013	23:27:37	00:00.0	R	0000_0000000174764544	A3	1	5400								
05/23/2013	23:29:31	00:00.0	R	0000_0000000174764573	A1	1	5564								
05/23/2013	23:55:30	00:00.0	R	0000_0000000180573686	A2	1	10830								
05/23/2013	23:57:27	00:00.0	R	0000_0000000174764544	A3	1	5398								
05/24/2013	0:00:17	00:00.0	R	0000_0000000174764573	A1	1	5564								
05/24/2013	0:10:27	00:00.0	R	0000_0000000180573686	A2	1	2706								
05/24/2013	0:27:18	00:00.0	R	0000_0000000174764544	A3	1	5399								
05/24/2013	0:40:24	00:00.0	R	0000_0000000180573686	A2	1	5414								
05/24/2013	1:27:01	00:00.0	R	0000_0000000174764544	A3	1	10800								
05/24/2013	1:32:35	00:00.0	R	0000_0000000174764573	A1	1	16695								
05/24/2013	1:41:56	00:00.0	R	0000_0000000174764544	A3	1	2699								
05/24/2013	1:56:52	00:00.0	R	0000_0000000174764544	A3	1	2700								
05/24/2013	1:59:15	00:00.0	A	900_226000135099	A3	1	431								
05/24/2013	2:01:52	00:00.0	A	900_226000137582	A3	1	472								
05/24/2013	2:03:21	00:00.0	R	0000_0000000174764573	A1	1	5565								
05/24/2013	2:26:43	00:00.0	R	0000_0000000174764544	A3	1	4495								
05/24/2013	2:34:07	00:00.0	R	0000_0000000174764573	A1	1	5565								
05/24/2013	2:55:07	00:00.0	R	0000_0000000180573686	A2	1	24371								
05/24/2013	3:11:31	00:00.0	R	0000_0000000174764544	A3	1	8102								
05/24/2013	3:25:04	00:00.0	R	0000_0000000180573686	A2	1	5415								
05/24/2013	3:26:27	00:00.0	R	0000_0000000174764544	A3	1	2700								
05/24/2013	3:40:02	00:00.0	R	0000_0000000180573686	A2	1	2707								
05/24/2013	3:41:22	00:00.0	R	0000_0000000174764544	A3	1	2700								
05/24/2013	4:06:25	00:00.0	R	0000_0000000174764573	A1	1	16697								
05/24/2013	4:09:58	00:00.0	R	0000_0000000180573686	A2	1	5414								
05/24/2013	4:11:14	00:00.0	R	0000_0000000174764544	A3	1	5400								
05/24/2013	4:26:10	00:00.0	R	0000_0000000174764544	A3	1	2700								
05/24/2013	4:37:11	00:00.0	R	0000_0000000174764573	A1	1	5565								
05/24/2013	4:41:05	00:00.0	R	0000_0000000174764544	A3	1	2699								
05/24/2013	4:54:52	00:00.0	R	0000_0000000180573686	A2	1	8123								
05/24/2013	4:56:01	00:00.0	R	0000_0000000174764544	A3	1	2699								
05/24/2013	5:07:57	00:00.0	R	0000_0000000174764573	A1	1	5565								
05/24/2013	5:10:56	00:00.0	R	0000_0000000174764544	A3	1	2699								
05/24/2013	5:40:46	00:00.0	R	0000_0000000174764544	A3	1	5397								
05/24/2013	6:10:37	00:00.0	R	0000_0000000174764544	A3	1	5396								
05/24/2013	6:25:32	00:00.0	R	0000_0000000174764544	A3	1	2698								
05/24/2013	6:40:16	00:00.0	R	0000_0000000174764573	A1	1	16700								
05/24/2013	6:40:27	00:00.0	R	0000_0000000174764544	A3	1	2698								
05/24/2013	6:55:22	00:00.0	R	0000_0000000174764544	A3	1	2697								
05/24/2013	7:10:17	00:00.0	R	0000_0000000174764544	A3	1	2698								
05/24/2013	7:24:31	00:00.0	R	0000_0000000180573686	A2	1	27070								
05/24/2013	7:25:12	00:00.0	R	0000_0000000174764544	A3	1	2698								
05/24/2013	7:39:29	00:00.0	R	0000_0000000180573686	A2	1	2705								
05/24/2013	7:40:08	00:00.0	R	0000_0000000174764544	A3	1	2698								
05/24/2013	7:41:50	00:00.0	R	0000_0000000174764573	A1	1	11134								
05/24/2013	7:54:27	00:00.0	R	0000_0000000180573686	A2	1	2706								
05/24/2013	8:09:24	00:00.0	R	0000_0000000180573686	A2	1	2705								
05/24/2013	8:12:36	00:00.0	R	0000_0000000174764573	A1	1	5566								
05/24/2013	8:24:23	00:00.0	R	0000_0000000180573686	A2	1	2707								
05/24/2013	8:43:22	00:00.0	R	0000_0000000174764573	A1	1	5565								
05/24/2013	8:54:18	00:00.0	R	0000_0000000180573686	A2	1	5412								
05/24/2013	8:54:45	00:00.0	R	0000_0000000174764544	A3	1	13498								
05/24/2013	9:09:16	00:00.0	R	0000_0000000180573686	A2	1	2706								
05/24/2013	9:09:42	00:00.0	R	0000_0000000174764544	A3	1	2702								
05/24/2013	9:14:08	00:00.0	R	0000_0000000174764573	A1	1	5565								
05/24/2013	9:39:35	00:00.0	R	0000_0000000174764544	A3	1	5407								
05/24/2013	9:44:54	00:00.0	R	0000_0000000174764573	A1	1	5565								
05/24/2013	9:54:09	00:00.0	R	0000_0000000180573686	A2	1	8120								
05/24/2013	9:54:32	00:00.0	R	0000_0000000174764544	A3	1	2703								
05/24/2013	10:09:29	00:00.0	R	0000_0000000174764544	A3	1	2703								
05/24/2013	10:15:40	00:00.0	R	0000_0000000174764573	A1	1	5564								
05/24/2013	10:24:25	00:00.0	R	0000_0000000174764544	A3	1	2701								
05/24/2013	10:39:03	00:00.0	R	0000_0000000180573686	A2	1	8122								
05/24/2013	10:39:22	00:00.0	R	0000_0000000174764544	A3	1	2702								
05/24/2013	10:46:26	00:00.0	R	0000_0000000174764573	A1	1	5564								
05/24/2013	10:54:01	00:00.0	R	0000_0000000180573686	A2	1	2706								
05/24/2013	11:09:00	00:00.0	R	0000_0000000180573686	A2	1	2707								
05/24/2013	11:17:12	00:00.0	R	0000_0000000174764573	A1	1	5563								
05/24/2013	11:23:58	00:00.0	R	0000_0000000180573686	A2	1	2707								
05/24/2013	11:24:13	00:00.0	R	0000_0000000174764544	A3	1	8111								
05/24/2013	11:38:56	00:00.0	R	0000_0000000180573686	A2	1	2707								
05/24/2013	11:53:54	00:00.0	R	0000_0000000180573686	A2	1	2707								
05/24/2013	12:09:03	00:00.0	R	0000_0000000174764544	A3	1	8111								
05/24/2013	12:18:43	00:00.0	R	0000_0000000174764573	A1	1	11127								
05/24/2013	12:23:51	00:00.0	R	0000_0000000180573686	A2	1	5416								
05/24/2013	12:24:01	00:00.0	R	0000_0000000174764544	A3	1	2705								
05/24/2013	12:38:49	00:00.0	R	0000_0000000180573686	A2	1	2707								
05/24/2013	12:38:58	00:00.0	R	0000_0000000174764544	A3	1	2704								
05/24/2013	12:49:28	00:00.0	R	0000_0000000174764573	A1	1	5564								
05/24/2013	12:53:47	00:00.0	R	0000_0000000180573686	A2	1	2706								
05/24/2013	12:53:55	00:00.0	R	0000_0000000174764544	A3	1	2703								
05/24/2013	13:20:14	00:00.0	R	0000_0000000174764573	A1	1	5564								
05/24/2013	13:23:43	00:00.0	R	0000_0000000180573686	A2	1	5414								
05/24/2013	13:23:49	00:00.0	R	0000_0000000174764544	A3	1	5409								
05/24/2013	13:38:41	00:00.0	R	0000_0000000180573686	A2	1	2707								
05/24/2013	13:38:46	00:00.0	R	0000_0000000174764544	A3	1	2704								
05/24/2013	14:08:38	00:00.0	R	0000_0000000180573686	A2	1	5416								
05/24/2013	14:08:41	00:00.0	R	0000_0000000174764544	A3	1	5410								
05/24/2013	14:21:45	00:00.0	R	0000_0000000174764573	A1	1	11127								
05/24/2013	14:38:35	00:00.0	R	0000_0000000180573686	A2	1	5416								
05/24/2013	14:38:34	00:00.0	R	0000_0000000174764544	A3	1	5409								
05/24/2013	14:52:30	00:00.0	R	0000_0000000174764573	A1	1	5562								
05/24/2013	14:53:33	00:00.0	R	0000_0000000180573686	A2	1	2708								
05/24/2013	15:08:30	00:00.0	R	0000_0000000174764544	A3	1	5409								
05/24/2013	15:23:16	00:00.0	R	0000_0000000174764573	A1	1	5562								
05/24/2013	15:23:27	00:00.0	R	0000_0000000174764544	A3	1	2704								
05/24/2013	15:23:30	00:00.0	R	0000_0000000180573686	A2	1	5416								
05/24/2013	15:38:24	00:00.0	R	0000_0000000174764544	A3	1	2704								
05/24/2013	15:38:28	00:00.0	R	0000_0000000180573686	A2	1	2707								
05/24/2013	15:53:27	00:00.0	R	0000_0000000180573686	A2	1	2708								
05/24/2013	16:08:19	00:00.0	R	0000_0000000174764544	A3	1	5410								
05/24/2013	16:23:17	00:00.0	R	0000_0000000174764544	A3	1	2704								
05/24/2013	16:24:46	00:00.0	R	0000_0000000174764573	A1	1	11123								
05/24/2013	16:38:14	00:00.0	R	0000_0000000174764544	A3	1	2703								
05/24/2013	16:53:21	00:00.0	R	0000_0000000180573686	A2	1	10831								
05/24/2013	17:23:06	00:00.0	R	0000_0000000174764544	A3	1	8114								
05/24/2013	17:23:17	00:00.0	R	0000_0000000180573686	A2	1	5414								
05/24/2013	17:26:16	00:00.0	R	0000_0000000174764573	A1	1	11122								
05/24/2013	17:53:02	00:00.0	R	0000_0000000174764544	A3	1	5410								
05/24/2013	17:53:14	00:00.0	R	0000_0000000180573686	A2	1	5414								
05/24/2013	17:57:01	00:00.0	R	0000_0000000174764573	A1	1	5560								
05/24/2013	18:07:59	00:00.0	R	0000_0000000174764544	A3	1	2705								
05/24/2013	18:08:12	00:00.0	R	0000_0000000180573686	A2	1	2706								
05/24/2013	18:27:46	00:00.0	R	0000_0000000174764573	A1	1	5560								
05/24/2013	18:37:54	00:00.0	R	0000_0000000174764544	A3	1	5409								
05/24/2013	18:38:08	00:00.0	R	0000_0000000180573686	A2	1	5414								
05/24/2013	18:58:32	00:00.0	R	0000_0000000174764573	A1	1	5561								
05/24/2013	19:07:50	00:00.0	R	0000_0000000174764544	A3	1	5412								
05/24/2013	19:08:06	00:00.0	R	0000_0000000180573686	A2	1	5416								
05/24/2013	19:22:48	00:00.0	R	0000_0000000174764544	A3	1	2705								
05/24/2013	19:37:46	00:00.0	R	0000_0000000174764544	A3	1	2705								
05/24/2013	19:38:03	00:00.0	R	0000_0000000180573686	A2	1	5416								
05/24/2013	20:00:02	00:00.0	R	0000_0000000174764573	A1	1	11124								
05/24/2013	20:07:41	00:00.0	R	0000_0000000174764544	A3	1	5412								
05/24/2013	20:08:00	00:00.0	R	0000_0000000180573686	A2	1	5416								
05/24/2013	20:22:39	00:00.0	R	0000_0000000174764544	A3	1	2706								
05/24/2013	20:30:48	00:00.0	R	0000_0000000174764573	A1	1	5562								
05/24/2013	20:37:57	00:00.0	R	0000_0000000180573686	A2	1	5416								
05/24/2013	20:52:55	00:00.0	R	0000_0000000180573686	A2	1	2708								
05/24/2013	21:01:33	00:00.0	R	0000_0000000174764573	A1	1	5562								
05/24/2013	21:22:30	00:00.0	R	0000_0000000174764544	A3	1	10826								
05/24/2013	21:22:52	00:00.0	R	0000_0000000180573686	A2	1	5416								
05/24/2013	21:37:28	00:00.0	R	0000_0000000174764544	A3	1	2705								
05/24/2013	21:37:50	00:00.0	R	0000_0000000180573686	A2	1	2706								
05/24/2013	21:52:25	00:00.0	R	0000_0000000174764544	A3	1	2704								
05/24/2013	21:52:48	00:00.0	R	0000_0000000180573686	A2	1	2707								
05/24/2013	22:07:23	00:00.0	R	0000_0000000174764544	A3	1	2705								
05/24/2013	22:07:46	00:00.0	R	0000_0000000180573686	A2	1	2706								
05/24/2013	22:22:21	00:00.0	R	0000_0000000174764544	A3	1	2706								
05/24/2013	22:22:45	00:00.0	R	0000_0000000180573686	A2	1	2708								
05/24/2013	22:33:48	00:00.0	R	0000_0000000174764573	A1	1	16687								
05/24/2013	22:37:18	00:00.0	R	0000_0000000174764544	A3	1	2704								
05/24/2013	22:37:43	00:00.0	R	0000_0000000180573686	A2	1	2708								
05/24/2013	22:52:16	00:00.0	R	0000_0000000174764544	A3	1	2705								
05/24/2013	23:04:33	00:00.0	R	0000_0000000174764573	A1	1	5561								
05/24/2013	23:07:14	00:00.0	R	0000_0000000174764544	A3	1	2706								
05/24/2013	23:07:40	00:00.0	R	0000_0000000180573686	A2	1	5416								
05/24/2013	23:35:19	00:00.0	R	0000_0000000174764573	A1	1	5562								
05/24/2013	23:52:07	00:00.0	R	0000_0000000174764544	A3	1	8118								
05/24/2013	23:52:35	00:00.0	R	0000_0000000180573686	A2	1	8123								
05/25/2013	0:06:04	00:00.0	R	0000_0000000174764573	A1	1	5561								
05/25/2013	0:07:05	00:00.0	R	0000_0000000174764544	A3	1	2707								
05/25/2013	0:07:33	00:00.0	R	0000_0000000180573686	A2	1	2707								
05/25/2013	0:22:32	00:00.0	R	0000_0000000180573686	A2	1	2707								
05/25/2013	0:36:49	00:00.0	R	0000_0000000174764573	A1	1	5561								
05/25/2013	0:37:01	00:00.0	R	0000_0000000174764544	A3	1	5412								
05/25/2013	0:37:30	00:00.0	R	0000_0000000180573686	A2	1	2707								
05/25/2013	0:51:59	00:00.0	R	0000_0000000174764544	A3	1	2706								
05/25/2013	0:52:29	00:00.0	R	0000_0000000180573686	A2	1	2707								
05/25/2013	1:07:27	00:00.0	R	0000_0000000180573686	A2	1	2707								
05/25/2013	1:21:55	00:00.0	R	0000_0000000174764544	A3	1	5410								
05/25/2013	1:36:52	00:00.0	R	0000_0000000174764544	A3	1	2705								
05/25/2013	1:52:22	00:00.0	R	0000_0000000180573686	A2	1	8122								
05/25/2013	2:06:48	00:00.0	R	0000_0000000174764544	A3	1	5412								
05/25/2013	2:09:04	00:00.0	R	0000_0000000174764573	A1	1	16683								
05/25/2013	2:21:46	00:00.0	R	0000_0000000174764544	A3	1	2705								
05/25/2013	2:36:44	00:00.0	R	0000_0000000174764544	A3	1	2706								
05/25/2013	2:37:17	00:00.0	R	0000_0000000180573686	A2	1	8124								
05/25/2013	2:39:49	00:00.0	R	0000_0000000174764573	A1	1	5561								
05/25/2013	2:51:41	00:00.0	R	0000_0000000174764544	A3	1	2706								
05/25/2013	2:52:16	00:00.0	R	0000_0000000180573686	A2	1	2707								
05/25/2013	3:07:14	00:00.0	R	0000_0000000180573686	A2	1	2707								
05/25/2013	3:10:34	00:00.0	R	0000_0000000174764573	A1	1	5561								
05/25/2013	3:21:37	00:00.0	R	0000_0000000174764544	A3	1	5411								
05/25/2013	3:36:34	00:00.0	R	0000_0000000174764544	A3	1	2704								
05/25/2013	3:51:32	00:00.0	R	0000_0000000174764544	A3	1	2706								
05/25/2013	4:06:30	00:00.0	R	0000_0000000174764544	A3	1	2705								
05/25/2013	4:21:27	00:00.0	R	0000_0000000174764544	A3	1	2705								
05/25/2013	4:22:04	00:00.0	R	0000_0000000180573686	A2	1	13534								
05/25/2013	4:37:02	00:00.0	R	0000_0000000180573686	A2	1	2706								
05/25/2013	5:06:20	00:00.0	R	0000_0000000174764544	A3	1	8118								
05/25/2013	5:13:35	00:00.0	R	0000_0000000174764573	A1	1	22251								
05/25/2013	5:21:18	00:00.0	R	0000_0000000174764544	A3	1	2705								
05/25/2013	5:21:55	00:00.0	R	0000_0000000180573686	A2	1	8120								
05/25/2013	5:36:15	00:00.0	R	0000_0000000174764544	A3	1	2704								
05/25/2013	5:44:21	00:00.0	R	0000_0000000174764573	A1	1	5563								
05/25/2013	5:51:13	00:00.0	R	0000_0000000174764544	A3	1	2704								
05/25/2013	6:06:10	00:00.0	R	0000_0000000174764544	A3	1	2704								
05/25/2013	6:06:50	00:00.0	R	0000_0000000180573686	A2	1	8121								
05/25/2013	6:15:07	00:00.0	R	0000_0000000174764573	A1	1	5563								
05/25/2013	6:21:48	00:00.0	R	0000_0000000180573686	A2	1	2707								
05/25/2013	6:36:47	00:00.0	R	0000_0000000180573686	A2	1	2707								
05/25/2013	6:45:53	00:00.0	R	0000_0000000174764573	A1	1	5564								
05/25/2013	6:51:45	00:00.0	R	0000_0000000180573686	A2	1	2707								
05/25/2013	7:05:59	00:00.0	R	0000_0000000174764544	A3	1	10815								
05/25/2013	7:06:44	00:00.0	R	0000_0000000180573686	A2	1	2707								
05/25/2013	7:16:40	00:00.0	R	0000_0000000174764573	A1	1	5565								
05/25/2013	7:21:42	00:00.0	R	0000_0000000180573686	A2	1	2706								
05/25/2013	7:35:52	00:00.0	R	0000_0000000174764544	A3	1	5405								
05/25/2013	7:51:38	00:00.0	R	0000_0000000180573686	A2	1	5414								
05/25/2013	8:05:46	00:00.0	R	0000_0000000174764544	A3	1	5405								
05/25/2013	8:06:36	00:00.0	R	0000_0000000180573686	A2	1	2706								
05/25/2013	8:18:13	00:00.0	R	0000_0000000174764573	A1	1	11130								
05/25/2013	8:35:38	00:00.0	R	0000_0000000174764544	A3	1	5401								
05/25/2013	8:36:33	00:00.0	R	0000_0000000180573686	A2	1	5414								
05/25/2013	8:49:00	00:00.0	R	0000_0000000174764573	A1	1	5565								
05/25/2013	8:50:34	00:00.0	R	0000_0000000174764544	A3	1	2701								
05/25/2013	8:51:31	00:00.0	R	0000_0000000180573686	A2	1	2706								
05/25/2013	9:05:31	00:00.0	R	0000_0000000174764544	A3	1	2700								
05/25/2013	9:19:46	00:00.0	R	0000_0000000174764573	A1	1	5564								
05/25/2013	9:35:23	00:00.0	R	0000_0000000174764544	A3	1	5402								
05/25/2013	9:36:26	00:00.0	R	0000_0000000180573686	A2	1	8122								
05/25/2013	9:50:19	00:00.0	R	0000_0000000174764544	A3	1	2699								
05/25/2013	9:50:32	00:00.0	R	0000_0000000174764573	A1	1	5564								
05/25/2013	10:05:15	00:00.0	R	0000_0000000174764544	A3	1	2700								
05/25/2013	10:06:23	00:00.0	R	0000_0000000180573686	A2	1	5414								
05/25/2013	10:20:11	00:00.0	R	0000_0000000174764544	A3	1	2700								
05/25/2013	10:21:18	00:00.0	R	0000_0000000174764573	A1	1	5563								
05/25/2013	10:52:05	00:00.0	R	0000_0000000174764573	A1	1	5564								
05/25/2013	11:05:02	00:00.0	R	0000_0000000174764544	A3	1	8108								
05/25/2013	11:06:17	00:00.0	R	0000_0000000180573686	A2	1	10831								
05/25/2013	11:19:59	00:00.0	R	0000_0000000174764544	A3	1	2702								
05/25/2013	11:21:15	00:00.0	R	0000_0000000180573686	A2	1	2707								
05/25/2013	11:22:51	00:00.0	R	0000_0000000174764573	A1	1	5563								
05/25/2013	11:34:55	00:00.0	R	0000_0000000174764544	A3	1	2701								
05/25/2013	11:36:13	00:00.0	R	0000_0000000180573686	A2	1	2706								
05/25/2013	11:49:51	00:00.0	R	0000_0000000174764544	A3	1	2699								
05/25/2013	11:51:11	00:00.0	R	0000_0000000180573686	A2	1	2706								
05/25/2013	12:04:47	00:00.0	R	0000_0000000174764544	A3	1	2699								
05/25/2013	12:06:10	00:00.0	R	0000_0000000180573686	A2	1	2706								
05/25/2013	12:19:43	00:00.0	R	0000_0000000174764544	A3	1	2699								
05/25/2013	12:21:08	00:00.0	R	0000_0000000180573686	A2	1	2707								
05/25/2013	12:24:24	00:00.0	R	0000_0000000174764573	A1	1	11129								
05/25/2013	12:36:06	00:00.0	R	0000_0000000180573686	A2	1	2706								
05/25/2013	12:49:34	00:00.0	R	0000_0000000174764544	A3	1	5397								
05/25/2013	12:55:10	00:00.0	R	0000_0000000174764573	A1	1	5563								
05/25/2013	13:04:29	00:00.0	R	0000_0000000174764544	A3	1	2697								
05/25/2013	13:06:03	00:00.0	R	0000_0000000180573686	A2	1	5414								
05/25/2013	13:19:24	00:00.0	R	0000_0000000174764544	A3	1	2697								
05/25/2013	13:21:01	00:00.0	R	0000_0000000180573686	A2	1	2707								
05/25/2013	13:25:56	00:00.0	R	0000_0000000174764573	A1	1	5565								
05/25/2013	13:36:00	00:00.0	R	0000_0000000180573686	A2	1	2707								
05/25/2013	13:50:58	00:00.0	R	0000_0000000180573686	A2	1	2707								
05/25/2013	13:56:42	00:00.0	R	0000_0000000174764573	A1	1	5563								
05/25/2013	14:05:57	00:00.0	R	0000_0000000180573686	A2	1	2707								
05/25/2013	14:19:07	00:00.0	R	0000_0000000174764544	A3	1	10801								
05/25/2013	14:34:04	00:00.0	R	0000_0000000174764544	A3	1	2700								
05/25/2013	14:49:00	00:00.0	R	0000_0000000174764544	A3	1	2700								
05/25/2013	14:58:15	00:00.0	R	0000_0000000174764573	A1	1	11129								
05/25/2013	15:03:56	00:00.0	R	0000_0000000174764544	A3	1	2700								
05/25/2013	15:05:48	00:00.0	R	0000_0000000180573686	A2	1	10824								
05/25/2013	15:18:52	00:00.0	R	0000_0000000174764544	A3	1	2700								
05/25/2013	15:20:46	00:00.0	R	0000_0000000180573686	A2	1	2706								
05/25/2013	15:29:01	00:00.0	R	0000_0000000174764573	A1	1	5562								
05/25/2013	15:33:49	00:00.0	R	0000_0000000174764544	A3	1	2701								
05/25/2013	15:35:45	00:00.0	R	0000_0000000180573686	A2	1	2707								
05/25/2013	15:48:45	00:00.0	R	0000_0000000174764544	A3	1	2700								
05/25/2013	15:50:43	00:00.0	R	0000_0000000180573686	A2	1	2706								
05/25/2013	15:59:46	00:00.0	R	0000_0000000174764573	A1	1	5562								
05/25/2013	16:03:41	00:00.0	R	0000_0000000174764544	A3	1	2701								
05/25/2013	16:05:41	00:00.0	R	0000_0000000180573686	A2	1	2706								
05/25/2013	16:18:38	00:00.0	R	0000_0000000174764544	A3	1	2701								
05/25/2013	16:30:32	00:00.0	R	0000_0000000174764573	A1	1	5561								
05/25/2013	16:48:31	00:00.0	R	0000_0000000174764544	A3	1	5404								
05/25/2013	17:01:18	00:00.0	R	0000_0000000174764573	A1	1	5561								
05/25/2013	17:03:28	00:00.0	R	0000_0000000174764544	A3	1	2702								
05/25/2013	17:05:34	00:00.0	R	0000_0000000180573686	A2	1	10827								
05/25/2013	17:20:32	00:00.0	R	0000_0000000180573686	A2	1	2706								
05/25/2013	17:32:03	00:00.0	R	0000_0000000174764573	A1	1	5561								
05/25/2013	17:48:19	00:00.0	R	0000_0000000174764544	A3	1	8108								
05/25/2013	17:50:28	00:00.0	R	0000_0000000180573686	A2	1	5412								
05/25/2013	18:02:48	00:00.0	R	0000_0000000174764573	A1	1	5560								
05/25/2013	18:03:16	00:00.0	R	0000_0000000174764544	A3	1	2701								
05/25/2013	18:05:27	00:00.0	R	0000_0000000180573686	A2	1	2706								
05/25/2013	18:20:24	00:00.0	R	0000_0000000180573686	A2	1	2705								
05/25/2013	18:33:34	00:00.0	R	0000_0000000174764573	A1	1	5560								
05/25/2013	18:35:23	00:00.0	R	0000_0000000180573686	A2	1	2706								
