=~=~=~=~=~=~=~=~=~=~=~=	PuTTY	log	2013.05.22	8:47:01	=~=~=~=~=~=~=~=~=~=~=~=										
05/15/2013	23:17:51	00:00.0	R	0000_0000000180573686	A2	1	1246								
05/15/2013	23:26:30	00:00.0	R	0000_0000000174764544	A3	1	2426								
05/15/2013	23:32:48	00:00.0	R	0000_0000000180573686	A2	1	1299								
05/15/2013	23:39:31	00:00.0	R	0000_0000000174764573	A1	1	9170								
05/15/2013	23:47:47	00:00.0	R	0000_0000000180573686	A2	1	1188								
05/15/2013	23:56:23	00:00.0	R	0000_0000000174764544	A3	1	4813								
05/16/2013	0:11:20	00:00.0	R	0000_0000000174764544	A3	1	2225								
05/16/2013	0:17:43	00:00.0	R	0000_0000000180573686	A2	1	2195								
05/16/2013	0:26:17	00:00.0	R	0000_0000000174764544	A3	1	2148								
05/16/2013	0:32:42	00:00.0	R	0000_0000000180573686	A2	1	1072								
05/16/2013	0:41:14	00:00.0	R	0000_0000000174764544	A3	1	2117								
05/16/2013	0:56:11	00:00.0	R	0000_0000000174764544	A3	1	2393								
05/16/2013	1:02:40	00:00.0	R	0000_0000000180573686	A2	1	2327								
05/16/2013	1:11:08	00:00.0	R	0000_0000000174764544	A3	1	2429								
05/16/2013	1:17:38	00:00.0	R	0000_0000000180573686	A2	1	1189								
05/16/2013	1:26:05	00:00.0	R	0000_0000000174764544	A3	1	2419								
05/16/2013	1:41:02	00:00.0	R	0000_0000000174764544	A3	1	2361								
05/16/2013	1:55:59	00:00.0	R	0000_0000000174764544	A3	1	2369								
05/16/2013	2:02:33	00:00.0	R	0000_0000000180573686	A2	1	3600								
05/16/2013	2:13:16	00:00.0	R	0000_0000000174764573	A1	1	47808								
05/16/2013	2:17:31	00:00.0	R	0000_0000000180573686	A2	1	1209								
05/16/2013	2:25:53	00:00.0	R	0000_0000000174764544	A3	1	4452								
05/16/2013	2:32:30	00:00.0	R	0000_0000000180573686	A2	1	1159								
05/16/2013	2:35:13	00:00.0	A	900_226000137593	A3	1	1326								
05/16/2013	2:40:50	00:00.0	R	0000_0000000174764544	A3	1	769								
05/16/2013	2:55:47	00:00.0	R	0000_0000000174764544	A3	1	2069								
05/16/2013	2:59:57	00:00.0	A	900_226000137633	A3	1	566								
05/16/2013	3:01:16	00:00.0	A	900_226000135099	A3	1	166								
05/16/2013	3:02:16	00:00.0	A	900_226000137633	A3	1	129								
05/16/2013	3:02:27	00:00.0	R	0000_0000000180573686	A2	1	2255								
05/16/2013	3:02:45	00:00.0	A	900_226000135099	A3	1	72								
05/16/2013	3:14:46	00:00.0	R	0000_0000000174764573	A1	1	20172								
05/16/2013	3:17:26	00:00.0	R	0000_0000000180573686	A2	1	1119								
05/16/2013	3:25:41	00:00.0	R	0000_0000000174764544	A3	1	2940								
05/16/2013	3:32:24	00:00.0	R	0000_0000000180573686	A2	1	1152								
05/16/2013	3:33:28	00:00.0	A	900_226000137627	A3	1	946								
05/16/2013	3:37:09	00:00.0	A	900_226000137627	A3	1	426								
05/16/2013	3:40:38	00:00.0	R	0000_0000000174764544	A3	1	391								
05/16/2013	3:45:31	00:00.0	R	0000_0000000174764573	A1	1	10670								
05/16/2013	3:47:23	00:00.0	R	0000_0000000180573686	A2	1	1141								
05/16/2013	3:55:35	00:00.0	R	0000_0000000174764544	A3	1	1610								
05/16/2013	4:02:22	00:00.0	R	0000_0000000180573686	A2	1	1089								
05/16/2013	4:10:32	00:00.0	R	0000_0000000174764544	A3	1	2072								
05/16/2013	4:16:16	00:00.0	R	0000_0000000174764573	A1	1	10688								
05/16/2013	4:17:21	00:00.0	R	0000_0000000180573686	A2	1	990								
05/16/2013	4:32:19	00:00.0	R	0000_0000000180573686	A2	1	991								
05/16/2013	4:40:25	00:00.0	R	0000_0000000174764544	A3	1	2862								
05/16/2013	4:47:02	00:00.0	R	0000_0000000174764573	A1	1	12059								
05/16/2013	4:47:18	00:00.0	R	0000_0000000180573686	A2	1	948								
05/16/2013	4:55:21	00:00.0	R	0000_0000000174764544	A3	1	1250								
05/16/2013	5:17:48	00:00.0	R	0000_0000000174764573	A1	1	11911								
05/16/2013	5:25:54	00:00.0	A	900_226000137591	A3	1	2383								
05/16/2013	5:32:12	00:00.0	R	0000_0000000180573686	A2	1	3520								
05/16/2013	5:40:08	00:00.0	R	0000_0000000174764544	A3	1	1204								
05/16/2013	5:43:36	00:00.0	A	900_226000137591	A3	1	366								
05/16/2013	5:44:01	00:00.3	A	900_226000137591	A3	2	52								
05/16/2013	5:44:12	00:01.0	A	900_226000137591	A3	4	19								
05/16/2013	5:44:14	00:00.3	A	900_226000137591	A3	2	3								
05/16/2013	5:44:44	00:00.0	A	900_226000137591	A3	1	46								
05/16/2013	5:44:47	00:00.0	A	900_226000137591	A3	1	4								
05/16/2013	5:48:26	00:00.0	A	900_226000137591	A3	1	371								
05/16/2013	5:48:45	00:00.0	A	900_226000137591	A3	1	50								
05/16/2013	5:49:08	00:00.3	A	900_226000137591	A3	2	53								
05/16/2013	5:49:46	00:00.0	A	900_226000137591	A3	1	88								
05/16/2013	6:02:09	00:00.0	R	0000_0000000180573686	A2	1	2909								
05/16/2013	6:09:59	00:00.0	R	0000_0000000174764544	A3	1	2952								
05/16/2013	6:17:07	00:00.0	R	0000_0000000180573686	A2	1	1206								
05/16/2013	6:19:20	00:00.0	R	0000_0000000174764573	A1	1	20516								
05/16/2013	6:24:55	00:00.0	R	0000_0000000174764544	A3	1	2633								
05/16/2013	6:32:06	00:00.0	R	0000_0000000180573686	A2	1	573								
05/16/2013	6:39:51	00:00.0	R	0000_0000000174764544	A3	1	2704								
05/16/2013	6:47:04	00:00.0	R	0000_0000000180573686	A2	1	395								
05/16/2013	6:54:48	00:00.0	R	0000_0000000174764544	A3	1	2703								
05/16/2013	6:55:02	00:00.0	A	900_226000137591	A3	1	42								
05/16/2013	6:55:53	00:00.0	A	900_226000137623	A3	1	153								
05/16/2013	6:56:16	00:00.0	A	900_226000137623	A3	1	68								
05/16/2013	6:58:59	00:00.0	A	900_226000137623	A3	1	491								
05/16/2013	6:59:00	00:00.3	A	900_226000137623	A3	2	2								
05/16/2013	7:00:04	00:00.0	A	900_226000137623	A3	1	192								
05/16/2013	7:00:05	00:00.0	A	900_226000137623	A3	1	1								
05/16/2013	7:00:19	00:00.3	A	900_226000137591	A3	2	43								
05/16/2013	7:01:41	00:00.0	A	900_226000137591	A3	1	243								
05/16/2013	7:02:03	00:00.0	R	0000_0000000180573686	A2	1	364								
05/16/2013	7:09:43	00:00.0	R	0000_0000000174764544	A3	1	1456								
05/16/2013	7:13:23	00:00.0	A	900_226000135099	A3	1	660								
05/16/2013	7:15:59	00:00.0	A	900_226000137678	A3	1	472								
05/16/2013	7:17:01	00:00.0	R	0000_0000000180573686	A2	1	374								
05/16/2013	7:17:11	00:00.0	A	900_226000137678	A3	1	215								
05/16/2013	7:20:51	00:00.0	R	0000_0000000174764573	A1	1	20584								
05/16/2013	7:24:39	00:00.0	R	0000_0000000174764544	A3	1	1347								
05/16/2013	7:32:00	00:00.0	R	0000_0000000180573686	A2	1	441								
05/16/2013	7:39:34	00:00.0	R	0000_0000000174764544	A3	1	2693								
05/16/2013	7:46:58	00:00.0	R	0000_0000000180573686	A2	1	504								
05/16/2013	7:51:37	00:00.0	R	0000_0000000174764573	A1	1	10132								
05/16/2013	8:01:57	00:00.0	R	0000_0000000180573686	A2	1	540								
05/16/2013	8:16:55	00:00.0	R	0000_0000000180573686	A2	1	809								
05/16/2013	8:17:29	00:00.0	A	900_226000135099	A3	1	6831								
05/16/2013	8:19:40	00:00.0	A	900_226000135099	A3	1	388								
05/16/2013	8:24:19	00:00.0	R	0000_0000000174764544	A3	1	833								
05/16/2013	8:31:53	00:00.0	R	0000_0000000180573686	A2	1	955								
05/16/2013	8:34:54	00:00.0	A	900_226000137623	A3	1	1870								
05/16/2013	8:35:50	00:00.0	A	900_226000137623	A3	1	158								
05/16/2013	8:39:14	00:00.0	R	0000_0000000174764544	A3	1	576								
05/16/2013	8:43:10	00:00.3	A	900_226000137623	A3	2	670								
05/16/2013	8:43:29	00:00.0	A	900_226000137623	A3	1	51								
05/16/2013	8:45:37	00:00.0	A	900_226000137623	A3	1	358								
05/16/2013	8:51:33	00:00.0	A	900_226000135099	A3	1	964								
05/16/2013	8:53:10	00:00.0	R	0000_0000000174764573	A1	1	18999								
05/16/2013	9:01:49	00:00.0	R	0000_0000000180573686	A2	1	2107								
05/16/2013	9:09:03	00:00.0	R	0000_0000000174764544	A3	1	2679								
05/16/2013	9:16:47	00:00.0	R	0000_0000000180573686	A2	1	1097								
05/16/2013	9:31:45	00:00.0	R	0000_0000000180573686	A2	1	1117								
05/16/2013	9:38:53	00:00.0	R	0000_0000000174764544	A3	1	3908								
05/16/2013	9:54:42	00:00.0	R	0000_0000000174764573	A1	1	20361								
05/16/2013	10:05:41	00:00.3	A	900_226000137623	A3	2	3451								
05/16/2013	10:05:50	00:00.0	A	900_226000137623	A3	1	14								
05/16/2013	10:08:40	00:00.0	R	0000_0000000174764544	A3	1	312								
05/16/2013	10:16:39	00:00.0	R	0000_0000000180573686	A2	1	3477								
05/16/2013	10:23:34	00:00.0	R	0000_0000000174764544	A3	1	1639								
05/16/2013	10:25:28	00:00.0	R	0000_0000000174764573	A1	1	10856								
05/16/2013	10:38:28	00:00.0	R	0000_0000000174764544	A3	1	1657								
05/16/2013	10:53:22	00:00.0	R	0000_0000000174764544	A3	1	1629								
05/16/2013	11:01:33	00:00.0	R	0000_0000000180573686	A2	1	3669								
05/16/2013	11:16:31	00:00.0	R	0000_0000000180573686	A2	1	1302								
05/16/2013	11:27:01	00:00.0	R	0000_0000000174764573	A1	1	21383								
05/16/2013	11:38:03	00:00.0	R	0000_0000000174764544	A3	1	4736								
05/16/2013	11:46:28	00:00.0	R	0000_0000000180573686	A2	1	2336								
05/16/2013	11:52:55	00:00.0	R	0000_0000000174764544	A3	1	1250								
05/16/2013	11:55:43	00:00.0	A	900_226000137678	A3	1	212								
05/16/2013	11:56:39	00:00.0	A	900_226000137678	A3	1	83								
05/16/2013	11:56:39	00:01.3	A	900_226000137678	A3	2	1								
05/16/2013	11:57:49	00:00.0	R	0000_0000000174764573	A1	1	11823								
05/16/2013	12:01:26	00:00.0	R	0000_0000000180573686	A2	1	1149								
05/16/2013	12:16:24	00:00.0	R	0000_0000000180573686	A2	1	1474								
05/16/2013	12:22:41	00:00.0	R	0000_0000000174764544	A3	1	1863								
05/16/2013	12:28:37	00:00.0	R	0000_0000000174764573	A1	1	11459								
05/16/2013	12:37:34	00:00.0	R	0000_0000000174764544	A3	1	1036								
05/16/2013	12:46:21	00:00.0	R	0000_0000000180573686	A2	1	3074								
05/16/2013	12:52:27	00:00.0	R	0000_0000000174764544	A3	1	1187								
05/16/2013	12:53:03	00:00.3	A	900_226000137678	A3	2	45								
05/16/2013	12:53:05	00:00.0	A	900_226000137678	A3	1	3								
05/16/2013	12:53:27	00:00.3	A	900_226000137678	A3	2	28								
05/16/2013	12:53:59	00:00.0	A	900_226000137678	A3	1	52								
05/16/2013	12:59:33	00:00.0	A	900_226000137623	A3	1	418								
05/16/2013	13:07:21	00:00.0	R	0000_0000000174764544	A3	1	580								
05/16/2013	13:12:31	00:00.0	A	900_226000137627	A3	1	343								
05/16/2013	13:22:14	00:00.0	R	0000_0000000174764544	A3	1	718								
05/16/2013	13:25:27	00:00.0	A	900_226000137591	A3	1	229								
05/16/2013	13:31:16	00:00.0	R	0000_0000000180573686	A2	1	5030								
05/16/2013	13:37:09	00:00.0	R	0000_0000000174764544	A3	1	824								
05/16/2013	13:46:08	00:00.0	A	900_226000137623	A3	1	619								
05/16/2013	13:52:03	00:00.0	R	0000_0000000174764544	A3	1	372								
05/16/2013	13:56:01	00:00.0	A	900_226000137633	A3	1	253								
05/16/2013	14:01:01	00:00.0	R	0000_0000000174764573	A1	1	33361								
05/16/2013	14:01:13	00:00.0	R	0000_0000000180573686	A2	1	3391								
05/16/2013	14:13:54	00:00.3	A	900_226000137627	A3	2	1226								
05/16/2013	14:16:11	00:00.0	R	0000_0000000180573686	A2	1	1656								
05/16/2013	14:21:51	00:00.0	R	0000_0000000174764544	A3	1	558								
05/16/2013	14:24:22	00:00.0	A	900_226000135099	A3	1	194								
05/16/2013	14:31:49	00:00.0	R	0000_0000000174764573	A1	1	11123								
05/16/2013	14:36:46	00:00.0	R	0000_0000000174764544	A3	1	852								
05/16/2013	14:48:38	00:00.3	A	900_226000137627	A3	2	758								
05/16/2013	14:51:40	00:00.0	R	0000_0000000174764544	A3	1	200								
05/16/2013	15:01:06	00:00.0	R	0000_0000000180573686	A2	1	5079								
05/16/2013	15:02:37	00:00.0	R	0000_0000000174764573	A1	1	11251								
05/16/2013	15:06:35	00:00.0	R	0000_0000000174764544	A3	1	958								
05/16/2013	15:16:05	00:00.0	R	0000_0000000180573686	A2	1	1729								
05/16/2013	15:21:30	00:00.0	R	0000_0000000174764544	A3	1	1000								
05/16/2013	15:29:29	00:00.0	A	900_226000137623	A3	1	473								
05/16/2013	15:31:04	00:00.0	R	0000_0000000180573686	A2	1	1683								
05/16/2013	15:33:24	00:00.0	R	0000_0000000174764573	A1	1	11239								
05/16/2013	15:34:12	00:00.0	A	900_226000137591	A3	1	303								
05/16/2013	15:46:02	00:00.0	R	0000_0000000180573686	A2	1	1655								
05/16/2013	15:51:20	00:00.0	R	0000_0000000174764544	A3	1	1159								
05/16/2013	16:01:01	00:00.0	R	0000_0000000180573686	A2	1	1710								
05/16/2013	16:04:12	00:00.0	R	0000_0000000174764573	A1	1	11026								
05/16/2013	16:15:59	00:00.0	R	0000_0000000180573686	A2	1	1640								
05/16/2013	16:30:57	00:00.0	R	0000_0000000180573686	A2	1	1380								
05/16/2013	16:35:00	00:00.0	R	0000_0000000174764573	A1	1	10878								
05/16/2013	16:45:55	00:00.0	R	0000_0000000180573686	A2	1	1092								
05/16/2013	16:51:01	00:00.0	R	0000_0000000174764544	A3	1	5463								
05/16/2013	17:00:54	00:00.0	R	0000_0000000180573686	A2	1	1190								
05/16/2013	17:05:46	00:00.0	R	0000_0000000174764573	A1	1	11530								
05/16/2013	17:20:53	00:00.0	R	0000_0000000174764544	A3	1	3068								
05/16/2013	17:30:50	00:00.0	R	0000_0000000180573686	A2	1	2182								
05/16/2013	17:35:49	00:00.0	R	0000_0000000174764544	A3	1	1727								
05/16/2013	17:36:33	00:00.0	R	0000_0000000174764573	A1	1	10852								
05/16/2013	17:50:45	00:00.0	R	0000_0000000174764544	A3	1	1823								
05/16/2013	18:00:46	00:00.0	R	0000_0000000180573686	A2	1	2368								
05/16/2013	18:07:19	00:00.0	R	0000_0000000174764573	A1	1	10549								
05/16/2013	18:30:42	00:00.0	R	0000_0000000180573686	A2	1	2529								
05/16/2013	18:35:34	00:00.0	R	0000_0000000174764544	A3	1	5766								
05/16/2013	18:38:04	00:00.0	R	0000_0000000174764573	A1	1	9944								
05/16/2013	18:45:40	00:00.0	R	0000_0000000180573686	A2	1	1305								
05/16/2013	18:50:30	00:00.0	R	0000_0000000174764544	A3	1	2177								
05/16/2013	19:00:39	00:00.0	R	0000_0000000180573686	A2	1	1370								
05/16/2013	19:05:26	00:00.0	R	0000_0000000174764544	A3	1	2192								
05/16/2013	19:08:50	00:00.0	R	0000_0000000174764573	A1	1	9388								
05/16/2013	19:15:37	00:00.0	R	0000_0000000180573686	A2	1	1371								
05/16/2013	19:20:22	00:00.0	R	0000_0000000174764544	A3	1	2020								
05/16/2013	19:30:36	00:00.0	R	0000_0000000180573686	A2	1	1381								
05/16/2013	19:39:36	00:00.0	R	0000_0000000174764573	A1	1	9697								
05/16/2013	19:45:34	00:00.0	R	0000_0000000180573686	A2	1	1344								
05/16/2013	19:50:15	00:00.0	R	0000_0000000174764544	A3	1	4078								
05/16/2013	20:05:12	00:00.0	R	0000_0000000174764544	A3	1	2002								
05/16/2013	20:10:21	00:00.0	R	0000_0000000174764573	A1	1	9930								
05/16/2013	20:15:30	00:00.0	R	0000_0000000180573686	A2	1	2624								
05/16/2013	20:20:08	00:00.0	R	0000_0000000174764544	A3	1	1780								
05/16/2013	20:30:28	00:00.0	R	0000_0000000180573686	A2	1	1330								
05/16/2013	20:35:04	00:00.0	R	0000_0000000174764544	A3	1	1633								
05/16/2013	20:50:00	00:00.0	R	0000_0000000174764544	A3	1	1534								
05/16/2013	21:19:53	00:00.0	R	0000_0000000174764544	A3	1	3586								
05/16/2013	21:30:21	00:00.0	R	0000_0000000180573686	A2	1	5165								
05/16/2013	21:34:49	00:00.0	R	0000_0000000174764544	A3	1	1855								
05/16/2013	21:42:37	00:00.0	R	0000_0000000174764573	A1	1	31553								
05/16/2013	21:45:19	00:00.0	R	0000_0000000180573686	A2	1	1224								
05/16/2013	21:49:45	00:00.0	R	0000_0000000174764544	A3	1	1671								
05/16/2013	22:04:42	00:00.0	R	0000_0000000174764544	A3	1	1786								
05/16/2013	22:13:22	00:00.0	R	0000_0000000174764573	A1	1	10700								
05/16/2013	22:15:16	00:00.0	R	0000_0000000180573686	A2	1	2313								
05/16/2013	22:19:38	00:00.0	R	0000_0000000174764544	A3	1	1740								
05/16/2013	22:30:14	00:00.0	R	0000_0000000180573686	A2	1	1051								
05/16/2013	22:34:35	00:00.0	R	0000_0000000174764544	A3	1	1758								
05/16/2013	22:45:12	00:00.0	R	0000_0000000180573686	A2	1	1045								
05/16/2013	23:00:10	00:00.0	R	0000_0000000180573686	A2	1	988								
05/16/2013	23:04:29	00:00.0	R	0000_0000000174764544	A3	1	3373								
05/16/2013	23:14:52	00:00.0	R	0000_0000000174764573	A1	1	22224								
05/16/2013	23:15:08	00:00.0	R	0000_0000000180573686	A2	1	1002								
05/16/2013	23:19:26	00:00.0	R	0000_0000000174764544	A3	1	1643								
05/16/2013	23:30:07	00:00.0	R	0000_0000000180573686	A2	1	996								
05/16/2013	23:45:05	00:00.0	R	0000_0000000180573686	A2	1	1056								
05/16/2013	23:45:37	00:00.0	R	0000_0000000174764573	A1	1	11082								
05/16/2013	23:49:19	00:00.0	R	0000_0000000174764544	A3	1	3394								
05/17/2013	0:00:03	00:00.0	R	0000_0000000180573686	A2	1	1035								
05/17/2013	0:04:16	00:00.0	R	0000_0000000174764544	A3	1	1875								
05/17/2013	0:15:02	00:00.0	R	0000_0000000180573686	A2	1	1143								
05/17/2013	0:16:22	00:00.0	R	0000_0000000174764573	A1	1	10685								
05/17/2013	0:19:13	00:00.0	R	0000_0000000174764544	A3	1	1813								
05/17/2013	0:47:06	00:00.0	R	0000_0000000174764573	A1	1	10416								
05/17/2013	0:49:07	00:00.0	R	0000_0000000174764544	A3	1	3761								
05/17/2013	0:59:57	00:00.0	R	0000_0000000180573686	A2	1	3628								
05/17/2013	1:04:04	00:00.0	R	0000_0000000174764544	A3	1	1800								
05/17/2013	1:14:56	00:00.0	R	0000_0000000180573686	A2	1	1168								
05/17/2013	1:17:51	00:00.0	R	0000_0000000174764573	A1	1	10601								
05/17/2013	1:19:01	00:00.0	R	0000_0000000174764544	A3	1	1698								
05/17/2013	1:29:55	00:00.0	R	0000_0000000180573686	A2	1	1190								
05/17/2013	1:33:59	00:00.0	R	0000_0000000174764544	A3	1	1704								
05/17/2013	1:44:53	00:00.0	R	0000_0000000180573686	A2	1	1213								
05/17/2013	1:48:55	00:00.0	R	0000_0000000174764544	A3	1	1615								
05/17/2013	1:59:52	00:00.0	R	0000_0000000180573686	A2	1	1252								
05/17/2013	2:14:51	00:00.0	R	0000_0000000180573686	A2	1	1264								
05/17/2013	2:18:50	00:00.0	R	0000_0000000174764544	A3	1	2943								
05/17/2013	2:19:20	00:00.0	R	0000_0000000174764573	A1	1	21911								
05/17/2013	2:29:50	00:00.0	R	0000_0000000180573686	A2	1	1153								
05/17/2013	2:33:48	00:00.0	R	0000_0000000174764544	A3	1	1254								
05/17/2013	2:42:50	00:00.0	A	900_226000137655	A3	1	784								
05/17/2013	2:42:57	00:00.3	A	900_226000137655	A3	2	13								
05/17/2013	2:43:59	00:00.0	A	900_226000137655	A3	1	106								
05/17/2013	2:44:49	00:00.0	R	0000_0000000180573686	A2	1	1145								
05/17/2013	2:50:05	00:00.0	R	0000_0000000174764573	A1	1	11692								
05/17/2013	2:50:06	00:00.0	A	900_226000137655	A3	1	549								
05/17/2013	2:59:48	00:00.0	R	0000_0000000180573686	A2	1	1105								
05/17/2013	3:03:43	00:00.0	R	0000_0000000174764544	A3	1	1208								
05/17/2013	3:14:46	00:00.0	R	0000_0000000180573686	A2	1	1057								
05/17/2013	3:18:40	00:00.0	R	0000_0000000174764544	A3	1	1417								
05/17/2013	3:29:44	00:00.0	R	0000_0000000180573686	A2	1	970								
05/17/2013	3:33:38	00:00.0	R	0000_0000000174764544	A3	1	1199								
05/17/2013	3:35:52	00:00.0	A	900_226000137623	A3	1	174								
05/17/2013	3:37:30	00:00.3	A	900_226000137623	A3	2	116								
05/17/2013	3:39:03	00:00.0	A	900_226000137623	A3	1	127								
05/17/2013	3:40:04	00:00.0	A	900_226000137623	A3	1	75								
05/17/2013	3:40:20	00:00.0	A	900_226000137623	A3	1	21								
05/17/2013	3:40:26	00:00.3	A	900_226000137623	A3	2	5								
05/17/2013	3:40:39	00:00.0	A	900_226000137623	A3	1	14								
05/17/2013	3:41:04	00:00.0	A	900_226000137623	A3	1	27								
05/17/2013	3:41:16	00:00.0	A	900_226000137623	A3	1	11								
05/17/2013	3:42:08	00:00.0	A	900_226000137623	A3	1	53								
05/17/2013	3:44:29	00:00.0	A	900_226000137623	A3	1	173								
05/17/2013	3:44:34	00:00.0	A	900_226000137623	A3	1	8								
05/17/2013	3:44:35	00:00.3	A	900_226000137623	A3	2	1								
05/17/2013	3:44:38	00:00.0	A	900_226000137623	A3	1	5								
05/17/2013	3:44:43	00:00.0	R	0000_0000000180573686	A2	1	1018								
05/17/2013	3:46:14	00:00.0	A	900_226000137623	A3	1	147								
05/17/2013	3:48:35	00:00.0	R	0000_0000000174764544	A3	1	191								
05/17/2013	3:51:34	00:00.0	R	0000_0000000174764573	A1	1	23966								
05/17/2013	3:59:41	00:00.0	R	0000_0000000180573686	A2	1	1051								
05/17/2013	4:03:33	00:00.0	R	0000_0000000174764544	A3	1	1088								
05/17/2013	4:18:30	00:00.0	R	0000_0000000174764544	A3	1	1056								
05/17/2013	4:22:20	00:00.0	R	0000_0000000174764573	A1	1	12279								
05/17/2013	4:29:39	00:00.0	R	0000_0000000180573686	A2	1	2189								
05/17/2013	4:33:27	00:00.0	R	0000_0000000174764544	A3	1	985								
05/17/2013	4:44:37	00:00.0	R	0000_0000000180573686	A2	1	1203								
05/17/2013	4:52:18	00:00.0	A	900_226000137623	A3	1	1252								
05/17/2013	4:53:07	00:00.0	R	0000_0000000174764573	A1	1	12271								
05/17/2013	4:53:55	00:01.0	A	900_226000137623	A3	4	103								
05/17/2013	4:59:36	00:00.0	R	0000_0000000180573686	A2	1	1147								
05/17/2013	5:03:20	00:00.0	R	0000_0000000174764544	A3	1	611								
05/17/2013	5:05:11	00:00.0	A	900_226000137623	A3	1	116								
05/17/2013	5:23:55	00:00.0	R	0000_0000000174764573	A1	1	12893								
05/17/2013	5:25:38	00:00.3	A	900_226000137591	A3	2	1081								
05/17/2013	5:25:43	00:00.0	A	900_226000137591	A3	1	3								
05/17/2013	5:29:32	00:00.0	R	0000_0000000180573686	A2	1	1961								
05/17/2013	5:33:12	00:00.0	R	0000_0000000174764544	A3	1	375								
05/17/2013	5:44:30	00:00.0	R	0000_0000000180573686	A2	1	956								
05/17/2013	5:48:08	00:00.0	R	0000_0000000174764544	A3	1	577								
05/17/2013	5:54:43	00:00.0	R	0000_0000000174764573	A1	1	13433								
05/17/2013	6:03:03	00:00.0	R	0000_0000000174764544	A3	1	444								
05/17/2013	6:14:27	00:00.0	R	0000_0000000180573686	A2	1	2150								
05/17/2013	6:17:59	00:00.0	R	0000_0000000174764544	A3	1	554								
05/17/2013	6:25:38	00:00.0	A	900_226000135099	A3	1	276								
05/17/2013	6:29:25	00:00.0	R	0000_0000000180573686	A2	1	1192								
05/17/2013	6:38:51	00:00.3	A	900_226000137623	A3	2	479								
05/17/2013	6:39:13	00:00.0	A	900_226000137623	A3	1	9								
05/17/2013	6:39:23	00:00.0	A	900_226000137623	A3	1	8								
05/17/2013	6:44:23	00:00.0	R	0000_0000000180573686	A2	1	1271								
05/17/2013	6:45:31	00:00.3	A	900_226000137623	A3	2	254								
05/17/2013	6:45:45	00:00.0	A	900_226000137623	A3	1	16								
05/17/2013	6:47:50	00:00.0	R	0000_0000000174764544	A3	1	66								
05/17/2013	6:48:13	00:00.0	A	900_226000137678	A3	1	7								
05/17/2013	6:50:15	00:00.0	A	900_226000137678	A3	1	92								
05/17/2013	6:50:51	00:00.3	A	900_226000137678	A3	2	20								
05/17/2013	6:56:18	00:00.0	R	0000_0000000174764573	A1	1	26212								
05/17/2013	6:59:22	00:00.0	R	0000_0000000180573686	A2	1	1312								
05/17/2013	7:02:46	00:00.0	R	0000_0000000174764544	A3	1	522								
05/17/2013	7:14:20	00:00.0	R	0000_0000000180573686	A2	1	1282								
05/17/2013	7:17:42	00:00.0	R	0000_0000000174764544	A3	1	518								
05/17/2013	7:27:05	00:00.0	R	0000_0000000174764573	A1	1	12870								
05/17/2013	7:29:19	00:00.0	R	0000_0000000180573686	A2	1	1372								
05/17/2013	7:32:37	00:00.0	R	0000_0000000174764544	A3	1	575								
05/17/2013	7:44:51	00:00.0	A	900_226000137627	A3	1	450								
05/17/2013	7:59:15	00:00.0	R	0000_0000000180573686	A2	1	2654								
05/17/2013	8:02:28	00:00.0	R	0000_0000000174764544	A3	1	610								
05/17/2013	8:05:55	00:00.0	A	900_226000137678	A3	1	152								
05/17/2013	8:14:13	00:00.0	R	0000_0000000180573686	A2	1	1380								
05/17/2013	8:17:21	00:00.0	A	900_226000135099	A3	1	887								
05/17/2013	8:26:56	00:00.3	A	900_226000135099	A3	2	607								
05/17/2013	8:28:40	00:00.0	R	0000_0000000174764573	A1	1	24998								
05/17/2013	8:28:55	00:00.0	A	900_226000135099	A3	1	82								
05/17/2013	8:29:12	00:00.0	R	0000_0000000180573686	A2	1	1256								
05/17/2013	8:29:48	00:00.0	A	900_226000135099	A3	1	33								
05/17/2013	8:44:10	00:00.0	R	0000_0000000180573686	A2	1	1229								
05/17/2013	8:47:15	00:00.0	R	0000_0000000174764544	A3	1	454								
05/17/2013	8:47:55	00:00.0	A	900_226000135099	A3	1	10								
05/17/2013	8:49:27	00:00.0	A	900_226000135099	A3	1	44								
05/17/2013	8:50:52	00:00.0	A	900_226000135099	A3	1	43								
05/17/2013	8:52:22	00:00.0	A	900_226000135099	A3	1	39								
05/17/2013	8:53:32	00:00.0	A	900_226000135099	A3	1	33								
05/17/2013	8:54:01	00:00.0	A	900_226000135099	A3	1	15								
05/17/2013	8:54:37	00:00.0	A	900_226000135099	A3	1	25								
05/17/2013	8:59:09	00:00.0	R	0000_0000000180573686	A2	1	1241								
05/17/2013	9:14:07	00:00.0	R	0000_0000000180573686	A2	1	1247								
05/17/2013	9:17:06	00:00.0	R	0000_0000000174764544	A3	1	402								
05/17/2013	9:25:02	00:00.0	A	900_226000135099	A3	1	120								
05/17/2013	9:26:18	00:00.0	A	900_226000135099	A3	1	27								
05/17/2013	9:32:01	00:00.0	R	0000_0000000174764544	A3	1	88								
05/17/2013	9:38:25	00:00.3	A	900_226000137593	A3	2	84								
05/17/2013	9:46:57	00:00.0	R	0000_0000000174764544	A3	1	123								
05/17/2013	9:59:02	00:00.0	R	0000_0000000180573686	A2	1	3575								
05/17/2013	10:01:52	00:00.0	R	0000_0000000174764544	A3	1	147								
