=~=~=~=~=~=~=~=~=~=~=~=	PuTTY	log	2013.05.22	8:47:01	=~=~=~=~=~=~=~=~=~=~=~=										
05/15/2013	8:34:27	00:00.0	R	0000_0000000180573686	A2	1	1997								
05/15/2013	8:35:08	00:00.0	A	900_226000137678	A3	1	31								
05/15/2013	8:35:36	00:00.3	A	900_226000137678	A3	2	8								
05/15/2013	8:35:56	00:00.0	A	900_226000137678	A3	1	7								
05/15/2013	8:36:16	00:00.0	A	900_226000137678	A3	1	9								
05/15/2013	8:36:22	00:00.3	A	900_226000137678	A3	2	7								
05/15/2013	8:36:38	00:00.0	A	900_226000137678	A3	1	3								
05/15/2013	8:38:18	00:00.0	A	900_226000137678	A3	1	27								
05/15/2013	8:39:03	00:00.3	A	900_226000137678	A3	2	22								
05/15/2013	8:39:05	00:00.0	A	900_226000137678	A3	1	4								
05/15/2013	8:39:06	00:00.0	A	900_226000137678	A3	1	2								
05/15/2013	8:39:34	00:00.0	A	900_226000137678	A3	1	15								
05/15/2013	8:40:16	00:00.0	A	900_226000137678	A3	1	21								
05/15/2013	8:40:43	00:00.7	A	900_226000137678	A3	3	9								
05/15/2013	8:41:28	00:00.0	A	900_226000137678	A3	1	18								
05/15/2013	8:41:27	00:00.0	A	900_226000137678	A3	1	1								
05/15/2013	8:41:34	00:00.0	A	900_226000137678	A3	1	6								
05/15/2013	8:41:36	00:00.0	A	900_226000137591	A3	1	2								
05/15/2013	8:41:39	00:00.0	A	900_226000137591	A3	1	4								
05/15/2013	8:41:58	00:00.0	A	900_226000137678	A3	1	5								
05/15/2013	8:45:59	00:00.0	R	0000_0000000174764544	A3	1	67								
05/15/2013	8:49:25	00:00.0	R	0000_0000000180573686	A2	1	2008								
05/15/2013	8:54:54	00:00.0	A	900_226000137678	A3	1	155								
05/15/2013	8:55:49	00:00.0	A	900_226000137678	A3	1	23								
05/15/2013	8:56:51	00:00.0	A	900_226000137678	A3	1	18								
05/15/2013	8:56:55	00:00.0	A	900_226000137678	A3	1	2								
05/15/2013	9:00:54	00:00.0	R	0000_0000000174764544	A3	1	56								
05/15/2013	9:01:53	00:00.0	A	900_226000135099	A3	1	13								
05/15/2013	9:15:48	00:00.0	R	0000_0000000174764544	A3	1	168								
05/15/2013	9:26:19	00:00.0	A	900_226000137678	A3	1	124								
05/15/2013	9:30:42	00:00.0	R	0000_0000000174764544	A3	1	62								
05/15/2013	9:45:37	00:00.0	R	0000_0000000174764544	A3	1	270								
05/15/2013	9:48:44	00:00.0	R	0000_0000000174764573	A1	1	48723								
05/15/2013	9:49:17	00:00.0	R	0000_0000000180573686	A2	1	7754								
05/15/2013	10:00:32	00:00.0	R	0000_0000000174764544	A3	1	335								
05/15/2013	10:01:48	00:00.3	A	900_226000137591	A3	2	24								
05/15/2013	10:03:13	00:00.0	A	900_226000137591	A3	1	28								
05/15/2013	10:05:15	00:00.0	A	900_226000137591	A3	1	57								
05/15/2013	10:07:32	00:00.0	A	900_226000135099	A3	1	48								
05/15/2013	10:09:53	00:00.0	A	900_226000135099	A3	1	46								
05/15/2013	10:10:13	00:00.0	A	900_226000135099	A3	1	4								
05/15/2013	10:10:44	00:00.0	A	900_226000135099	A3	1	13								
05/15/2013	10:15:27	00:00.0	R	0000_0000000174764544	A3	1	41								
05/15/2013	10:19:30	00:00.0	R	0000_0000000174764573	A1	1	12173								
05/15/2013	10:23:46	00:00.0	A	900_226000137623	A3	1	79								
05/15/2013	10:23:50	00:00.0	A	900_226000137623	A3	1	2								
05/15/2013	10:24:11	00:00.0	A	900_226000137623	A3	1	7								
05/15/2013	10:25:24	00:00.0	A	900_226000137678	A3	1	18								
05/15/2013	10:29:09	00:00.0	A	900_226000135099	A3	1	42								
05/15/2013	10:30:21	00:00.0	R	0000_0000000174764544	A3	1	22								
05/15/2013	10:45:16	00:00.0	R	0000_0000000174764544	A3	1	118								
05/15/2013	10:49:11	00:00.0	R	0000_0000000180573686	A2	1	7623								
05/15/2013	10:50:17	00:00.0	R	0000_0000000174764573	A1	1	12587								
05/15/2013	11:00:11	00:00.0	R	0000_0000000174764544	A3	1	78								
05/15/2013	11:01:51	00:00.0	A	900_226000137678	A3	1	12								
05/15/2013	11:04:10	00:00.0	R	0000_0000000180573686	A2	1	1512								
05/15/2013	11:14:28	00:00.0	A	900_226000137678	A3	1	90								
05/15/2013	11:15:06	00:00.0	R	0000_0000000174764544	A3	1	9								
05/15/2013	11:15:37	00:00.0	A	900_226000137678	A3	1	10								
05/15/2013	11:30:01	00:00.0	R	0000_0000000174764544	A3	1	115								
05/15/2013	11:59:52	00:00.0	R	0000_0000000174764544	A3	1	183								
05/15/2013	12:14:47	00:00.0	R	0000_0000000174764544	A3	1	35								
05/15/2013	12:19:02	00:00.0	R	0000_0000000180573686	A2	1	8073								
05/15/2013	12:22:36	00:00.0	R	0000_0000000174764573	A1	1	39816								
05/15/2013	12:29:41	00:00.0	R	0000_0000000174764544	A3	1	35								
05/15/2013	12:36:49	00:00.0	A	900_226000137678	A3	1	27								
05/15/2013	12:37:12	00:00.0	A	900_226000137678	A3	1	13								
05/15/2013	12:37:36	00:00.3	A	900_226000137678	A3	2	11								
05/15/2013	12:37:50	00:00.0	A	900_226000137678	A3	1	11								
05/15/2013	12:38:13	00:00.0	A	900_226000137678	A3	1	3								
05/15/2013	12:38:40	00:00.0	A	900_226000137678	A3	1	21								
05/15/2013	12:38:43	00:00.0	A	900_226000137678	A3	1	4								
05/15/2013	12:38:53	00:00.0	A	900_226000137678	A3	1	5								
05/15/2013	12:38:57	00:00.3	A	900_226000137678	A3	2	1								
05/15/2013	12:38:59	00:00.0	A	900_226000137678	A3	1	4								
05/15/2013	12:39:05	00:00.0	A	900_226000137678	A3	1	3								
05/15/2013	12:40:06	00:00.0	A	900_226000137678	A3	1	14								
05/15/2013	12:40:46	00:00.0	A	900_226000137678	A3	1	6								
05/15/2013	12:40:47	00:00.3	A	900_226000137678	A3	2	1								
05/15/2013	12:40:55	00:00.7	A	900_226000137678	A3	3	5								
05/15/2013	12:41:02	00:00.3	A	900_226000137678	A3	2	5								
05/15/2013	12:41:06	00:00.0	A	900_226000137678	A3	1	1								
05/15/2013	12:41:14	00:00.3	A	900_226000137678	A3	2	1								
05/15/2013	12:41:31	00:00.0	A	900_226000137678	A3	1	4								
05/15/2013	12:41:40	00:00.0	A	900_226000137678	A3	1	3								
05/15/2013	12:44:35	00:00.0	R	0000_0000000174764544	A3	1	28								
05/15/2013	12:53:23	00:00.0	R	0000_0000000174764573	A1	1	13462								
05/15/2013	12:59:29	00:00.0	R	0000_0000000174764544	A3	1	24								
05/15/2013	12:59:48	00:00.0	A	900_226000137678	A3	1	6								
05/15/2013	12:59:57	00:00.0	A	900_226000137678	A3	1	3								
05/15/2013	13:00:08	00:00.0	A	900_226000137678	A3	1	5								
05/15/2013	13:00:23	00:01.3	A	900_226000137678	A3	2	9								
05/15/2013	13:00:26	00:00.3	A	900_226000137678	A3	2	2								
05/15/2013	13:00:30	00:00.3	A	900_226000137678	A3	2	2								
05/15/2013	13:00:35	00:00.0	A	900_226000137678	A3	1	2								
05/15/2013	13:00:46	00:00.3	A	900_226000137678	A3	2	5								
05/15/2013	13:01:22	00:00.0	A	900_226000137678	A3	1	6								
05/15/2013	13:01:50	00:00.3	A	900_226000137678	A3	2	4								
05/15/2013	13:02:36	00:00.0	A	900_226000137678	A3	1	10								
05/15/2013	13:03:01	00:00.0	A	900_226000137678	A3	1	2								
05/15/2013	13:03:02	00:00.0	A	900_226000137678	A3	1	2								
05/15/2013	13:03:03	00:00.7	A	900_226000137678	A3	3	1								
05/15/2013	13:03:07	00:00.0	A	900_226000137678	A3	1	2								
05/15/2013	13:03:30	00:00.3	A	900_226000137678	A3	2	3								
05/15/2013	13:03:56	00:00.0	R	0000_0000000180573686	A2	1	4369								
05/15/2013	13:04:01	00:01.7	A	900_226000137678	A3	4	14								
05/15/2013	13:04:20	00:00.0	A	900_226000137678	A3	1	9								
05/15/2013	13:05:26	00:00.0	A	900_226000137678	A3	1	13								
05/15/2013	13:06:45	00:00.0	A	900_226000137678	A3	1	19								
05/15/2013	13:08:08	00:00.0	A	900_226000137678	A3	1	12								
05/15/2013	13:08:18	00:00.0	A	900_226000137678	A3	1	8								
05/15/2013	13:09:07	00:00.7	A	900_226000137678	A3	3	19								
05/15/2013	13:10:10	00:00.0	A	900_226000137678	A3	1	25								
05/15/2013	13:10:41	00:00.0	A	900_226000137678	A3	1	4								
05/15/2013	13:10:49	00:00.7	A	900_226000137678	A3	3	8								
05/15/2013	13:11:17	00:00.0	A	900_226000137678	A3	1	5								
05/15/2013	13:12:21	00:00.0	A	900_226000137678	A3	1	8								
05/15/2013	13:12:54	00:00.0	A	900_226000137678	A3	1	9								
05/15/2013	13:13:16	00:00.7	A	900_226000137678	A3	3	5								
05/15/2013	13:13:21	00:00.3	A	900_226000137678	A3	2	2								
05/15/2013	13:13:48	00:01.0	A	900_226000137678	A3	4	13								
05/15/2013	13:14:19	00:00.7	A	900_226000137678	A3	3	4								
05/15/2013	13:14:23	00:00.0	R	0000_0000000174764544	A3	1	5								
05/15/2013	13:14:32	00:00.3	A	900_226000137678	A3	2	4								
05/15/2013	13:14:47	00:00.3	A	900_226000137678	A3	2	7								
05/15/2013	13:14:53	00:00.0	A	900_226000137678	A3	1	2								
05/15/2013	13:15:29	00:00.0	A	900_226000137678	A3	1	15								
05/15/2013	13:15:48	00:00.0	A	900_226000137678	A3	1	5								
05/15/2013	13:16:04	00:00.0	A	900_226000137678	A3	1	2								
05/15/2013	13:16:10	00:00.0	A	900_226000137678	A3	1	2								
05/15/2013	13:16:19	00:00.0	A	900_226000137678	A3	1	3								
05/15/2013	13:16:43	00:00.0	A	900_226000135099	A3	1	3								
05/15/2013	13:16:44	00:00.0	A	900_226000135099	A3	1	2								
05/15/2013	13:17:04	00:00.0	A	900_226000137678	A3	1	2								
05/15/2013	13:17:09	00:00.0	A	900_226000135099	A3	1	2								
05/15/2013	13:17:11	00:00.0	A	900_226000135099	A3	1	2								
05/15/2013	13:17:56	00:00.0	A	900_226000137678	A3	1	2								
05/15/2013	13:18:28	00:00.3	A	900_226000137678	A3	2	4								
05/15/2013	13:18:54	00:00.0	R	0000_0000000180573686	A2	1	1491								
05/15/2013	13:18:55	00:00.0	A	900_226000137678	A3	1	1								
05/15/2013	13:19:10	00:00.3	A	900_226000137678	A3	2	3								
05/15/2013	13:20:29	00:01.3	A	900_226000137678	A3	5	9								
05/15/2013	13:21:09	00:00.0	A	900_226000137678	A3	1	3								
05/15/2013	13:21:33	00:00.0	A	900_226000137678	A3	1	2								
05/15/2013	13:21:37	00:00.3	A	900_226000137678	A3	2	2								
05/15/2013	13:21:40	00:00.7	A	900_226000137678	A3	3	1								
05/15/2013	13:22:03	00:00.0	A	900_226000137678	A3	1	1								
05/15/2013	13:22:15	00:00.3	A	900_226000137678	A3	2	9								
05/15/2013	13:23:01	00:00.0	A	900_226000137678	A3	1	6								
05/15/2013	13:23:26	00:00.0	A	900_226000137678	A3	1	6								
05/15/2013	13:24:58	00:00.3	A	900_226000137678	A3	2	23								
05/15/2013	13:25:01	00:00.0	A	900_226000137678	A3	1	2								
05/15/2013	13:25:16	00:00.0	A	900_226000137678	A3	1	3								
05/15/2013	13:25:22	00:00.7	A	900_226000137678	A3	3	4								
05/15/2013	13:25:32	00:00.0	A	900_226000137678	A3	1	2								
05/15/2013	13:25:54	00:00.3	A	900_226000137678	A3	2	5								
05/15/2013	13:29:18	00:00.0	R	0000_0000000174764544	A3	1	7								
05/15/2013	13:33:44	00:00.0	A	900_226000137591	A3	1	12								
05/15/2013	13:33:46	00:00.0	A	900_226000137591	A3	1	1								
05/15/2013	13:33:52	00:00.0	R	0000_0000000180573686	A2	1	1313								
05/15/2013	13:36:04	00:00.3	A	900_226000137591	A3	2	28								
05/15/2013	13:36:08	00:00.7	A	900_226000137591	A3	3	3								
05/15/2013	13:37:12	00:00.3	A	900_226000137591	A3	2	15								
05/15/2013	13:37:45	00:00.0	A	900_226000137678	A3	1	5								
05/15/2013	13:38:59	00:00.0	A	900_226000137678	A3	1	14								
05/15/2013	13:39:00	00:00.0	A	900_226000137591	A3	1	3								
05/15/2013	13:39:02	00:00.7	A	900_226000137591	A3	3	4								
05/15/2013	13:39:24	00:00.3	A	900_226000137678	A3	2	5								
05/15/2013	13:40:11	00:01.3	A	900_226000137591	A3	5	12								
05/15/2013	13:40:28	00:01.0	A	900_226000137591	A3	3	2								
05/15/2013	13:44:13	00:00.0	R	0000_0000000174764544	A3	1	13								
05/15/2013	13:45:09	00:00.0	A	900_226000135099	A3	1	4								
05/15/2013	13:45:36	00:00.0	A	900_226000135099	A3	1	3								
05/15/2013	13:45:45	00:00.7	A	900_226000135099	A3	3	5								
05/15/2013	13:46:44	00:00.3	A	900_226000135099	A3	2	9								
05/15/2013	13:48:50	00:00.0	R	0000_0000000180573686	A2	1	1884								
05/15/2013	13:54:59	00:00.0	R	0000_0000000174764573	A1	1	26256								
05/15/2013	13:59:07	00:00.0	R	0000_0000000174764544	A3	1	8								
05/15/2013	14:05:25	00:00.7	A	900_226000135099	A3	3	9								
05/15/2013	14:05:37	00:00.3	A	900_226000135099	A3	2	4								
05/15/2013	14:06:49	00:00.7	A	900_226000135099	A3	3	5								
05/15/2013	14:08:17	00:00.7	A	900_226000135099	A3	2	15								
05/15/2013	14:10:24	00:00.0	A	900_226000135099	A3	1	12								
05/15/2013	14:13:36	00:00.0	A	900_226000135099	A3	1	15								
05/15/2013	14:14:39	00:00.0	A	900_226000135099	A3	1	5								
05/15/2013	14:14:46	00:00.0	A	900_226000135099	A3	1	1								
05/15/2013	14:15:53	00:00.0	A	900_226000135099	A3	1	1								
05/15/2013	14:16:05	00:00.0	A	900_226000135099	A3	1	5								
05/15/2013	14:16:23	00:00.3	A	900_226000135099	A3	2	5								
05/15/2013	14:18:20	00:00.7	A	900_226000137591	A3	3	16								
05/15/2013	14:18:47	00:00.0	R	0000_0000000180573686	A2	1	3708								
05/15/2013	14:19:05	00:00.0	A	900_226000137591	A3	1	4								
05/15/2013	14:19:31	00:00.0	A	900_226000137678	A3	1	7								
05/15/2013	14:19:55	00:00.0	A	900_226000137678	A3	1	6								
05/15/2013	14:19:58	00:00.0	A	900_226000137678	A3	1	3								
05/15/2013	14:20:24	00:00.0	A	900_226000137591	A3	1	0								
05/15/2013	14:21:52	00:00.3	A	900_226000137591	A3	2	27								
05/15/2013	14:22:07	00:00.7	A	900_226000137678	A3	3	13								
05/15/2013	14:23:15	00:00.3	A	900_226000137678	A3	2	16								
05/15/2013	14:23:29	00:00.3	A	900_226000137678	A3	2	6								
05/15/2013	14:23:46	00:00.0	A	900_226000137591	A3	1	1								
05/15/2013	14:24:18	00:00.3	A	900_226000137678	A3	2	3								
05/15/2013	14:24:35	00:00.0	A	900_226000137591	A3	1	6								
05/15/2013	14:25:04	00:02.3	A	900_226000137678	A3	8	7								
05/15/2013	14:25:08	00:00.3	A	900_226000137678	A3	2	1								
05/15/2013	14:25:09	00:00.0	A	900_226000137678	A3	1	1								
05/15/2013	14:25:26	00:00.0	A	900_226000137678	A3	1	11								
05/15/2013	14:25:47	00:00.0	R	0000_0000000174764573	A1	1	12594								
05/15/2013	14:25:58	00:00.0	A	900_226000137678	A3	1	7								
05/15/2013	14:26:35	00:00.0	A	900_226000137678	A3	1	3								
05/15/2013	14:27:14	00:00.7	A	900_226000137678	A3	3	24								
05/15/2013	14:27:30	00:00.0	A	900_226000137678	A3	1	2								
05/15/2013	14:27:40	00:00.3	A	900_226000137678	A3	2	1								
05/15/2013	14:28:57	00:00.0	R	0000_0000000174764544	A3	1	15								
05/15/2013	14:29:43	00:00.0	A	900_226000137623	A3	1	0								
05/15/2013	14:29:46	00:00.0	A	900_226000137623	A3	1	1								
05/15/2013	14:29:54	00:00.3	A	900_226000137623	A3	2	1								
05/15/2013	14:30:16	00:00.0	A	900_226000137623	A3	1	8								
05/15/2013	14:30:47	00:03.3	A	900_226000137623	A3	4	6								
05/15/2013	14:31:05	00:02.3	A	900_226000137623	A3	2	4								
05/15/2013	14:31:28	00:00.3	A	900_226000137623	A3	2	2								
05/15/2013	14:31:45	00:00.0	A	900_226000137623	A3	1	5								
05/15/2013	14:32:04	00:00.0	A	900_226000137623	A3	1	7								
05/15/2013	14:32:21	00:00.3	A	900_226000135099	A3	2	3								
05/15/2013	14:43:52	00:00.0	R	0000_0000000174764544	A3	1	36								
05/15/2013	14:48:44	00:00.0	R	0000_0000000180573686	A2	1	4055								
05/15/2013	14:49:48	00:00.0	A	900_226000137655	A3	1	41								
05/15/2013	14:50:28	00:00.0	A	900_226000137678	A3	1	12								
05/15/2013	14:50:46	00:00.0	A	900_226000137655	A3	1	16								
05/15/2013	14:51:03	00:00.7	A	900_226000137655	A3	2	5								
05/15/2013	14:51:09	00:00.7	A	900_226000137655	A3	3	5								
05/15/2013	14:51:10	00:00.0	A	900_226000137655	A3	1	2								
05/15/2013	14:51:11	00:00.0	A	900_226000137655	A3	1	1								
05/15/2013	14:51:14	00:00.0	A	900_226000137591	A3	1	2								
05/15/2013	14:51:48	00:00.0	A	900_226000137655	A3	1	11								
05/15/2013	14:53:05	00:00.0	A	900_226000137591	A3	1	6								
05/15/2013	14:54:42	00:00.0	A	900_226000137591	A3	1	8								
05/15/2013	14:54:46	00:01.0	A	900_226000137591	A3	4	5								
05/15/2013	14:56:35	00:00.0	R	0000_0000000174764573	A1	1	12307								
05/15/2013	15:03:42	00:00.0	R	0000_0000000180573686	A2	1	1906								
05/15/2013	15:13:41	00:00.0	R	0000_0000000174764544	A3	1	74								
05/15/2013	15:27:22	00:00.0	R	0000_0000000174764573	A1	1	12728								
05/15/2013	15:28:35	00:00.0	R	0000_0000000174764544	A3	1	40								
05/15/2013	15:33:38	00:00.0	R	0000_0000000180573686	A2	1	3810								
05/15/2013	15:49:42	00:00.0	A	900_226000137591	A3	1	358								
05/15/2013	15:58:09	00:00.0	R	0000_0000000174764573	A1	1	12464								
05/15/2013	15:58:25	00:00.0	R	0000_0000000174764544	A3	1	482								
05/15/2013	16:03:35	00:00.0	R	0000_0000000180573686	A2	1	3067								
05/15/2013	16:13:20	00:00.0	R	0000_0000000174764544	A3	1	829								
05/15/2013	16:18:33	00:00.0	R	0000_0000000180573686	A2	1	1185								
05/15/2013	16:28:15	00:00.0	R	0000_0000000174764544	A3	1	839								
05/15/2013	16:33:32	00:00.0	R	0000_0000000180573686	A2	1	1372								
05/15/2013	16:43:11	00:00.0	R	0000_0000000174764544	A3	1	858								
05/15/2013	16:48:30	00:00.0	R	0000_0000000180573686	A2	1	1198								
05/15/2013	16:58:06	00:00.0	R	0000_0000000174764544	A3	1	989								
05/15/2013	17:03:29	00:00.0	R	0000_0000000180573686	A2	1	1273								
05/15/2013	17:13:02	00:00.0	R	0000_0000000174764544	A3	1	795								
05/15/2013	17:18:28	00:00.0	R	0000_0000000180573686	A2	1	1238								
05/15/2013	17:27:58	00:00.0	R	0000_0000000174764544	A3	1	573								
05/15/2013	17:30:27	00:00.0	R	0000_0000000174764573	A1	1	37405								
05/15/2013	17:33:27	00:00.0	R	0000_0000000180573686	A2	1	1280								
05/15/2013	17:48:25	00:00.0	R	0000_0000000180573686	A2	1	1371								
05/15/2013	18:01:13	00:00.0	R	0000_0000000174764573	A1	1	11798								
05/15/2013	18:12:46	00:00.0	R	0000_0000000174764544	A3	1	3226								
05/15/2013	18:18:22	00:00.0	R	0000_0000000180573686	A2	1	2830								
05/15/2013	18:27:42	00:00.0	R	0000_0000000174764544	A3	1	1554								
05/15/2013	18:31:58	00:00.0	R	0000_0000000174764573	A1	1	10741								
05/15/2013	18:33:21	00:00.0	R	0000_0000000180573686	A2	1	1446								
05/15/2013	18:48:19	00:00.0	R	0000_0000000180573686	A2	1	1443								
05/15/2013	18:57:34	00:00.0	R	0000_0000000174764544	A3	1	3366								
05/15/2013	19:02:44	00:00.0	R	0000_0000000174764573	A1	1	10207								
05/15/2013	19:03:18	00:00.0	R	0000_0000000180573686	A2	1	1416								
05/15/2013	19:12:30	00:00.0	R	0000_0000000174764544	A3	1	1828								
05/15/2013	19:18:17	00:00.0	R	0000_0000000180573686	A2	1	1544								
05/15/2013	19:42:23	00:00.0	R	0000_0000000174764544	A3	1	4263								
05/15/2013	19:48:14	00:00.0	R	0000_0000000180573686	A2	1	2883								
05/15/2013	19:57:19	00:00.0	R	0000_0000000174764544	A3	1	2464								
05/15/2013	20:03:13	00:00.0	R	0000_0000000180573686	A2	1	1373								
05/15/2013	20:12:15	00:00.0	R	0000_0000000174764544	A3	1	2465								
05/15/2013	20:18:11	00:00.0	R	0000_0000000180573686	A2	1	1428								
05/15/2013	20:27:12	00:00.0	R	0000_0000000174764544	A3	1	2458								
05/15/2013	20:35:00	00:00.0	R	0000_0000000174764573	A1	1	27109								
05/15/2013	20:42:08	00:00.0	R	0000_0000000174764544	A3	1	2465								
05/15/2013	21:03:07	00:00.0	R	0000_0000000180573686	A2	1	4144								
05/15/2013	21:05:45	00:00.0	R	0000_0000000174764573	A1	1	8719								
05/15/2013	21:12:01	00:00.0	R	0000_0000000174764544	A3	1	5008								
05/15/2013	21:18:05	00:00.0	R	0000_0000000180573686	A2	1	1273								
05/15/2013	21:26:57	00:00.0	R	0000_0000000174764544	A3	1	2449								
05/15/2013	21:33:03	00:00.0	R	0000_0000000180573686	A2	1	1289								
05/15/2013	21:36:30	00:00.0	R	0000_0000000174764573	A1	1	9046								
05/15/2013	21:41:54	00:00.0	R	0000_0000000174764544	A3	1	2438								
05/15/2013	21:48:01	00:00.0	R	0000_0000000180573686	A2	1	1371								
05/15/2013	21:56:50	00:00.0	R	0000_0000000174764544	A3	1	2540								
05/15/2013	22:03:00	00:00.0	R	0000_0000000180573686	A2	1	1412								
05/15/2013	22:07:16	00:00.0	R	0000_0000000174764573	A1	1	8657								
05/15/2013	22:11:46	00:00.0	R	0000_0000000174764544	A3	1	2548								
05/15/2013	22:17:58	00:00.0	R	0000_0000000180573686	A2	1	1319								
05/15/2013	22:32:56	00:00.0	R	0000_0000000180573686	A2	1	1298								
05/15/2013	22:47:54	00:00.0	R	0000_0000000180573686	A2	1	1329								
05/15/2013	22:56:37	00:00.0	R	0000_0000000174764544	A3	1	7575								
05/15/2013	23:02:53	00:00.0	R	0000_0000000180573686	A2	1	1279								
05/15/2013	23:08:46	00:00.0	R	0000_0000000174764573	A1	1	17666								
05/15/2013	23:11:33	00:00.0	R	0000_0000000174764544	A3	1	2466								
