=~=~=~=~=~=~=~=~=~=~=~=	PuTTY	log	2013.06.04	8:41:15	=~=~=~=~=~=~=~=~=~=~=~=										
05/29/2013	5:10:13	00:00.0	R	0000_0000000180573686	A2	1	1037								
05/29/2013	5:25:11	00:00.0	R	0000_0000000180573686	A2	1	1151								
05/29/2013	5:37:37	00:00.0	R	0000_0000000174764573	A1	1	8730								
05/29/2013	5:40:09	00:00.0	R	0000_0000000180573686	A2	1	1239								
05/29/2013	5:41:52	00:00.0	R	0000_0000000174764544	A3	1	8096								
05/29/2013	5:55:08	00:00.0	R	0000_0000000180573686	A2	1	1283								
05/29/2013	6:08:23	00:00.0	R	0000_0000000174764573	A1	1	8383								
05/29/2013	6:10:06	00:00.0	R	0000_0000000180573686	A2	1	1413								
05/29/2013	6:26:37	00:00.0	R	0000_0000000174764544	A3	1	8087								
05/29/2013	6:39:09	00:00.0	R	0000_0000000174764573	A1	1	8309								
05/29/2013	6:40:03	00:00.0	R	0000_0000000180573686	A2	1	2762								
05/29/2013	6:56:26	00:00.0	R	0000_0000000174764544	A3	1	5356								
05/29/2013	7:09:56	00:00.0	R	0000_0000000174764573	A1	1	8787								
05/29/2013	7:09:59	00:00.0	R	0000_0000000180573686	A2	1	2334								
05/29/2013	7:11:21	00:00.0	R	0000_0000000174764544	A3	1	2671								
05/29/2013	7:26:15	00:00.0	R	0000_0000000174764544	A3	1	2674								
05/29/2013	7:39:55	00:00.0	R	0000_0000000180573686	A2	1	2354								
05/29/2013	7:40:43	00:00.0	R	0000_0000000174764573	A1	1	8763								
05/29/2013	7:54:53	00:00.0	R	0000_0000000180573686	A2	1	1110								
05/29/2013	7:56:03	00:00.0	R	0000_0000000174764544	A3	1	5336								
05/29/2013	8:09:51	00:00.0	R	0000_0000000180573686	A2	1	1079								
05/29/2013	8:11:30	00:00.0	R	0000_0000000174764573	A1	1	9004								
05/29/2013	8:17:37	00:00.0	A	900_226000137633	A3	1	3793								
05/29/2013	8:24:49	00:00.0	R	0000_0000000180573686	A2	1	1086								
05/29/2013	8:54:44	00:00.0	R	0000_0000000180573686	A2	1	2546								
05/29/2013	8:55:40	00:00.0	R	0000_0000000174764544	A3	1	6640								
05/29/2013	9:09:42	00:00.0	R	0000_0000000180573686	A2	1	1471								
05/29/2013	9:13:05	00:00.0	R	0000_0000000174764573	A1	1	17428								
05/29/2013	9:24:41	00:00.0	R	0000_0000000180573686	A2	1	1215								
05/29/2013	9:39:39	00:00.0	R	0000_0000000180573686	A2	1	1341								
05/29/2013	9:43:53	00:00.0	R	0000_0000000174764573	A1	1	8625								
05/29/2013	9:54:37	00:00.0	R	0000_0000000180573686	A2	1	1660								
05/29/2013	10:09:35	00:00.0	R	0000_0000000180573686	A2	1	1885								
05/29/2013	10:10:09	00:00.0	R	0000_0000000174764544	A3	1	13043								
05/29/2013	10:14:41	00:00.0	R	0000_0000000174764573	A1	1	7547								
05/29/2013	10:24:33	00:00.0	R	0000_0000000180573686	A2	1	1833								
05/29/2013	10:39:55	00:00.0	R	0000_0000000174764544	A3	1	5176								
05/29/2013	10:45:29	00:00.0	R	0000_0000000174764573	A1	1	7691								
05/29/2013	10:54:47	00:00.0	R	0000_0000000174764544	A3	1	2403								
05/29/2013	11:09:28	00:00.0	R	0000_0000000180573686	A2	1	5786								
05/29/2013	11:09:38	00:00.0	R	0000_0000000174764544	A3	1	2199								
05/29/2013	11:24:26	00:00.0	R	0000_0000000180573686	A2	1	2008								
05/29/2013	11:24:28	00:00.0	R	0000_0000000174764544	A3	1	2371								
05/29/2013	11:39:24	00:00.0	R	0000_0000000180573686	A2	1	1962								
05/29/2013	11:47:06	00:00.0	R	0000_0000000174764573	A1	1	15947								
05/29/2013	11:54:10	00:00.0	R	0000_0000000174764544	A3	1	4260								
05/29/2013	11:54:22	00:00.0	R	0000_0000000180573686	A2	1	2011								
05/29/2013	12:09:01	00:00.0	R	0000_0000000174764544	A3	1	2235								
05/29/2013	12:12:42	00:00.0	A	900_226000137633	A3	1	537								
05/29/2013	12:12:54	00:00.0	A	900_226000137633	A3	1	31								
05/29/2013	12:13:18	00:00.0	A	900_226000137633	A3	1	61								
05/29/2013	12:17:55	00:00.0	R	0000_0000000174764573	A1	1	7955								
05/29/2013	12:23:52	00:00.0	R	0000_0000000174764544	A3	1	1478								
05/29/2013	12:24:18	00:00.0	R	0000_0000000180573686	A2	1	4033								
05/29/2013	12:38:44	00:00.0	R	0000_0000000174764544	A3	1	1921								
05/29/2013	12:39:16	00:00.0	R	0000_0000000180573686	A2	1	1930								
05/29/2013	12:48:44	00:00.0	R	0000_0000000174764573	A1	1	8589								
05/29/2013	12:54:14	00:00.0	R	0000_0000000180573686	A2	1	1887								
05/29/2013	13:09:13	00:00.0	R	0000_0000000180573686	A2	1	1921								
05/29/2013	13:12:25	00:00.0	A	900_226000137633	A3	1	4920								
05/29/2013	13:19:33	00:00.0	R	0000_0000000174764573	A1	1	8315								
05/29/2013	13:23:17	00:00.0	R	0000_0000000174764544	A3	1	1492								
05/29/2013	13:38:08	00:00.0	R	0000_0000000174764544	A3	1	2265								
05/29/2013	13:39:10	00:00.0	R	0000_0000000180573686	A2	1	4159								
05/29/2013	13:50:22	00:00.0	R	0000_0000000174764573	A1	1	7731								
05/29/2013	13:53:00	00:00.0	R	0000_0000000174764544	A3	1	2293								
05/29/2013	13:54:08	00:00.0	R	0000_0000000180573686	A2	1	2057								
05/29/2013	14:07:52	00:00.0	R	0000_0000000174764544	A3	1	2319								
05/29/2013	14:09:07	00:00.0	R	0000_0000000180573686	A2	1	2088								
05/29/2013	14:22:45	00:00.0	R	0000_0000000174764544	A3	1	2408								
05/29/2013	14:37:38	00:00.0	R	0000_0000000174764544	A3	1	2445								
05/29/2013	15:08:59	00:00.0	R	0000_0000000180573686	A2	1	8927								
05/29/2013	15:09:46	00:00.0	A	900_226000137633	A3	1	5506								
05/29/2013	15:22:50	00:00.0	R	0000_0000000174764573	A1	1	21254								
05/29/2013	15:23:57	00:00.0	R	0000_0000000180573686	A2	1	2243								
05/29/2013	15:38:56	00:00.0	R	0000_0000000180573686	A2	1	2279								
05/29/2013	15:52:04	00:00.0	R	0000_0000000174764544	A3	1	7286								
05/29/2013	15:53:39	00:00.0	R	0000_0000000174764573	A1	1	6726								
05/29/2013	15:53:54	00:00.0	R	0000_0000000180573686	A2	1	2265								
05/29/2013	16:08:52	00:00.0	R	0000_0000000180573686	A2	1	2106								
05/29/2013	16:21:51	00:00.0	R	0000_0000000174764544	A3	1	5214								
05/29/2013	16:23:51	00:00.0	R	0000_0000000180573686	A2	1	2123								
05/29/2013	16:24:27	00:00.0	R	0000_0000000174764573	A1	1	6980								
05/29/2013	16:38:49	00:00.0	R	0000_0000000180573686	A2	1	2096								
05/29/2013	16:51:39	00:00.0	R	0000_0000000174764544	A3	1	5278								
05/29/2013	16:53:47	00:00.0	R	0000_0000000180573686	A2	1	2098								
05/29/2013	16:55:15	00:00.0	R	0000_0000000174764573	A1	1	6937								
05/29/2013	17:06:34	00:00.0	R	0000_0000000174764544	A3	1	2663								
05/29/2013	17:08:45	00:00.0	R	0000_0000000180573686	A2	1	2135								
05/29/2013	17:21:28	00:00.0	R	0000_0000000174764544	A3	1	2648								
05/29/2013	17:23:43	00:00.0	R	0000_0000000180573686	A2	1	2137								
05/29/2013	17:26:02	00:00.0	R	0000_0000000174764573	A1	1	6849								
05/29/2013	17:38:41	00:00.0	R	0000_0000000180573686	A2	1	1976								
05/29/2013	17:51:16	00:00.0	R	0000_0000000174764544	A3	1	5338								
05/29/2013	17:56:48	00:00.0	R	0000_0000000174764573	A1	1	6974								
05/29/2013	18:08:37	00:00.0	R	0000_0000000180573686	A2	1	4122								
05/29/2013	18:21:05	00:00.0	R	0000_0000000174764544	A3	1	5301								
05/29/2013	18:23:35	00:00.0	R	0000_0000000180573686	A2	1	1671								
05/29/2013	18:50:55	00:00.0	R	0000_0000000174764544	A3	1	5277								
05/29/2013	18:53:32	00:00.0	R	0000_0000000180573686	A2	1	2886								
05/29/2013	19:05:50	00:00.0	R	0000_0000000174764544	A3	1	2662								
05/29/2013	19:08:30	00:00.0	R	0000_0000000180573686	A2	1	1686								
05/29/2013	19:20:45	00:00.0	R	0000_0000000174764544	A3	1	2674								
05/29/2013	19:29:08	00:00.0	R	0000_0000000174764573	A1	1	23559								
05/29/2013	19:35:39	00:00.0	R	0000_0000000174764544	A3	1	2673								
05/29/2013	19:38:26	00:00.0	R	0000_0000000180573686	A2	1	3299								
05/29/2013	20:08:21	00:00.0	R	0000_0000000180573686	A2	1	3205								
05/29/2013	20:23:19	00:00.0	R	0000_0000000180573686	A2	1	1562								
05/29/2013	20:30:41	00:00.0	R	0000_0000000174764573	A1	1	15824								
05/29/2013	21:01:27	00:00.0	R	0000_0000000174764573	A1	1	7986								
05/29/2013	21:05:08	00:00.0	R	0000_0000000174764544	A3	1	16192								
05/29/2013	21:08:13	00:00.0	R	0000_0000000180573686	A2	1	4579								
05/29/2013	21:20:02	00:00.0	R	0000_0000000174764544	A3	1	2699								
05/29/2013	21:23:12	00:00.0	R	0000_0000000180573686	A2	1	1507								
05/29/2013	21:32:13	00:00.0	R	0000_0000000174764573	A1	1	8043								
05/29/2013	21:34:57	00:00.0	R	0000_0000000174764544	A3	1	2699								
05/29/2013	21:38:09	00:00.0	R	0000_0000000180573686	A2	1	1471								
05/29/2013	21:53:07	00:00.0	R	0000_0000000180573686	A2	1	1478								
05/29/2013	22:03:00	00:00.0	R	0000_0000000174764573	A1	1	8128								
05/29/2013	22:04:47	00:00.0	R	0000_0000000174764544	A3	1	5400								
05/29/2013	22:23:04	00:00.0	R	0000_0000000180573686	A2	1	2827								
05/29/2013	22:33:46	00:00.0	R	0000_0000000174764573	A1	1	8244								
05/29/2013	22:49:32	00:00.0	R	0000_0000000174764544	A3	1	8102								
05/29/2013	23:04:28	00:00.0	R	0000_0000000174764544	A3	1	2700								
05/29/2013	23:04:32	00:00.0	R	0000_0000000174764573	A1	1	8181								
05/29/2013	23:07:58	00:00.0	R	0000_0000000180573686	A2	1	4301								
05/29/2013	23:34:17	00:00.0	R	0000_0000000174764544	A3	1	5400								
05/29/2013	23:35:18	00:00.0	R	0000_0000000174764573	A1	1	8161								
05/29/2013	23:37:54	00:00.0	R	0000_0000000180573686	A2	1	2908								
05/29/2013	23:49:12	00:00.0	R	0000_0000000174764544	A3	1	2700								
05/29/2013	23:52:51	00:00.0	R	0000_0000000180573686	A2	1	1505								
05/30/2013	0:04:07	00:00.0	R	0000_0000000174764544	A3	1	2699								
05/30/2013	0:06:04	00:00.0	R	0000_0000000174764573	A1	1	8082								
05/30/2013	0:07:49	00:00.0	R	0000_0000000180573686	A2	1	1485								
05/30/2013	0:19:02	00:00.0	R	0000_0000000174764544	A3	1	2700								
05/30/2013	0:22:47	00:00.0	R	0000_0000000180573686	A2	1	1499								
05/30/2013	0:37:45	00:00.0	R	0000_0000000180573686	A2	1	1507								
05/30/2013	0:48:53	00:00.0	R	0000_0000000174764544	A3	1	5402								
05/30/2013	1:03:48	00:00.0	R	0000_0000000174764544	A3	1	2700								
05/30/2013	1:07:36	00:00.0	R	0000_0000000174764573	A1	1	16104								
05/30/2013	1:18:43	00:00.0	R	0000_0000000174764544	A3	1	2701								
05/30/2013	1:22:38	00:00.0	R	0000_0000000180573686	A2	1	4425								
05/30/2013	1:37:36	00:00.0	R	0000_0000000180573686	A2	1	1484								
05/30/2013	1:48:34	00:00.0	R	0000_0000000174764544	A3	1	5402								
05/30/2013	1:52:34	00:00.0	R	0000_0000000180573686	A2	1	1484								
05/30/2013	2:03:28	00:00.0	R	0000_0000000174764544	A3	1	2699								
05/30/2013	2:09:08	00:00.0	R	0000_0000000174764573	A1	1	16250								
05/30/2013	2:18:24	00:00.0	R	0000_0000000174764544	A3	1	2700								
05/30/2013	2:22:31	00:00.0	R	0000_0000000180573686	A2	1	2931								
05/30/2013	2:33:19	00:00.0	R	0000_0000000174764544	A3	1	2700								
05/30/2013	2:39:54	00:00.0	R	0000_0000000174764573	A1	1	8197								
05/30/2013	2:52:27	00:00.0	R	0000_0000000180573686	A2	1	2846								
05/30/2013	3:03:09	00:00.0	R	0000_0000000174764544	A3	1	5402								
05/30/2013	3:10:40	00:00.0	R	0000_0000000174764573	A1	1	8169								
05/30/2013	3:22:23	00:00.0	R	0000_0000000180573686	A2	1	2863								
05/30/2013	3:32:59	00:00.0	R	0000_0000000174764544	A3	1	5400								
05/30/2013	3:52:19	00:00.0	R	0000_0000000180573686	A2	1	2788								
05/30/2013	3:53:34	00:00.0	A	900_226000137633	A3	1	3726								
05/30/2013	4:07:17	00:00.0	R	0000_0000000180573686	A2	1	1403								
05/30/2013	4:12:13	00:00.0	R	0000_0000000174764573	A1	1	16523								
05/30/2013	4:17:44	00:00.0	R	0000_0000000174764544	A3	1	4374								
05/30/2013	4:22:14	00:00.0	R	0000_0000000180573686	A2	1	1429								
05/30/2013	4:37:12	00:00.0	R	0000_0000000180573686	A2	1	1419								
05/30/2013	4:43:02	00:00.0	R	0000_0000000174764573	A1	1	8234								
05/30/2013	4:52:10	00:00.0	R	0000_0000000180573686	A2	1	1349								
05/30/2013	5:02:28	00:00.0	R	0000_0000000174764544	A3	1	8097								
05/30/2013	5:07:08	00:00.0	R	0000_0000000180573686	A2	1	1291								
05/30/2013	5:13:51	00:00.0	R	0000_0000000174764573	A1	1	8516								
05/30/2013	5:17:23	00:00.0	R	0000_0000000174764544	A3	1	2699								
05/30/2013	5:37:04	00:00.0	R	0000_0000000180573686	A2	1	2567								
05/30/2013	5:44:40	00:00.0	R	0000_0000000174764573	A1	1	8512								
05/30/2013	5:52:02	00:00.0	R	0000_0000000180573686	A2	1	1226								
05/30/2013	6:02:06	00:00.0	R	0000_0000000174764544	A3	1	8096								
05/30/2013	6:07:00	00:00.0	R	0000_0000000180573686	A2	1	1288								
05/30/2013	6:15:29	00:00.0	R	0000_0000000174764573	A1	1	8478								
05/30/2013	6:21:58	00:00.0	R	0000_0000000180573686	A2	1	1364								
05/30/2013	6:36:57	00:00.0	R	0000_0000000180573686	A2	1	1321								
05/30/2013	7:01:42	00:00.0	R	0000_0000000174764544	A3	1	10789								
05/30/2013	7:06:53	00:00.0	R	0000_0000000180573686	A2	1	2380								
05/30/2013	7:31:30	00:00.0	R	0000_0000000174764544	A3	1	5393								
05/30/2013	7:36:48	00:00.0	R	0000_0000000180573686	A2	1	2837								
05/30/2013	7:46:24	00:00.0	R	0000_0000000174764544	A3	1	2695								
05/30/2013	7:47:54	00:00.0	R	0000_0000000174764573	A1	1	24996								
05/30/2013	7:51:46	00:00.0	R	0000_0000000180573686	A2	1	1786								
05/30/2013	8:06:44	00:00.0	R	0000_0000000180573686	A2	1	1752								
05/30/2013	8:16:11	00:00.0	R	0000_0000000174764544	A3	1	5391								
05/30/2013	8:18:41	00:00.0	R	0000_0000000174764573	A1	1	7588								
05/30/2013	8:31:05	00:00.0	R	0000_0000000174764544	A3	1	2695								
05/30/2013	8:36:39	00:00.0	R	0000_0000000180573686	A2	1	3392								
05/30/2013	8:45:58	00:00.0	R	0000_0000000174764544	A3	1	2694								
05/30/2013	8:51:37	00:00.0	R	0000_0000000180573686	A2	1	1733								
05/30/2013	9:00:51	00:00.0	R	0000_0000000174764544	A3	1	2694								
05/30/2013	9:20:16	00:00.0	R	0000_0000000174764573	A1	1	14865								
05/30/2013	9:21:33	00:00.0	R	0000_0000000180573686	A2	1	3817								
05/30/2013	9:30:38	00:00.0	R	0000_0000000174764544	A3	1	5388								
05/30/2013	9:36:31	00:00.0	R	0000_0000000180573686	A2	1	2007								
05/30/2013	9:45:31	00:00.0	R	0000_0000000174764544	A3	1	2693								
05/30/2013	9:51:03	00:00.0	R	0000_0000000174764573	A1	1	7068								
05/30/2013	10:00:24	00:00.0	R	0000_0000000174764544	A3	1	2694								
05/30/2013	10:06:27	00:00.0	R	0000_0000000180573686	A2	1	3880								
05/30/2013	10:15:17	00:00.0	R	0000_0000000174764544	A3	1	2693								
05/30/2013	10:21:25	00:00.0	R	0000_0000000180573686	A2	1	1998								
05/30/2013	10:27:43	00:00.0	A	900_226000137633	A3	1	2249								
05/30/2013	10:29:26	00:00.0	A	900_226000137633	A3	1	311								
05/30/2013	10:29:38	00:00.0	A	900_226000137633	A3	1	33								
05/30/2013	10:29:59	00:00.0	A	900_226000137633	A3	1	63								
05/30/2013	10:30:18	00:00.0	A	900_226000137633	A3	1	58								
05/30/2013	10:30:38	00:00.3	A	900_226000137633	A3	2	58								
05/30/2013	10:36:23	00:00.0	R	0000_0000000180573686	A2	1	1972								
05/30/2013	10:45:02	00:00.0	R	0000_0000000174764544	A3	1	2606								
05/30/2013	10:51:20	00:00.0	R	0000_0000000180573686	A2	1	1891								
05/30/2013	10:52:38	00:00.0	R	0000_0000000174764573	A1	1	14290								
05/30/2013	10:59:53	00:00.0	R	0000_0000000174764544	A3	1	2687								
05/30/2013	11:06:18	00:00.0	R	0000_0000000180573686	A2	1	1969								
05/30/2013	11:14:44	00:00.0	R	0000_0000000174764544	A3	1	2687								
05/30/2013	11:21:16	00:00.0	R	0000_0000000180573686	A2	1	2104								
05/30/2013	11:36:15	00:00.0	R	0000_0000000180573686	A2	1	2117								
05/30/2013	11:44:27	00:00.0	R	0000_0000000174764544	A3	1	5377								
05/30/2013	11:45:52	00:00.0	A	900_226000137633	A3	1	254								
05/30/2013	11:45:53	00:00.0	A	900_226000137633	A3	1	4								
05/30/2013	11:48:04	00:00.0	A	900_226000137633	A3	1	393								
05/30/2013	11:48:20	00:00.0	A	900_226000137633	A3	1	48								
05/30/2013	11:48:41	00:00.0	A	900_226000137633	A3	1	63								
05/30/2013	11:49:53	00:00.0	A	900_226000137633	A3	1	216								
05/30/2013	11:50:01	00:00.0	A	900_226000137633	A3	1	23								
05/30/2013	11:50:45	00:00.0	A	900_226000137633	A3	1	130								
05/30/2013	11:50:51	00:00.0	A	900_226000137633	A3	1	17								
05/30/2013	11:51:13	00:00.0	R	0000_0000000180573686	A2	1	2171								
05/30/2013	11:51:59	00:00.3	A	900_226000137633	A3	2	207								
05/30/2013	11:52:16	00:00.7	A	900_226000137633	A3	3	48								
05/30/2013	11:53:18	00:00.0	A	900_226000137633	A3	1	184								
05/30/2013	11:54:14	00:00.0	R	0000_0000000174764573	A1	1	13662								
05/30/2013	12:06:11	00:00.0	R	0000_0000000180573686	A2	1	1973								
05/30/2013	12:14:09	00:00.0	R	0000_0000000174764544	A3	1	3774								
05/30/2013	12:21:10	00:00.0	R	0000_0000000180573686	A2	1	2093								
05/30/2013	12:25:03	00:00.0	R	0000_0000000174764573	A1	1	6939								
05/30/2013	12:29:01	00:00.0	R	0000_0000000174764544	A3	1	2688								
05/30/2013	12:36:08	00:00.0	R	0000_0000000180573686	A2	1	2195								
05/30/2013	12:43:52	00:00.0	R	0000_0000000174764544	A3	1	2687								
05/30/2013	12:51:06	00:00.0	R	0000_0000000180573686	A2	1	2190								
05/30/2013	12:55:52	00:00.0	R	0000_0000000174764573	A1	1	6680								
05/30/2013	13:13:34	00:00.0	R	0000_0000000174764544	A3	1	5376								
05/30/2013	13:21:03	00:00.0	R	0000_0000000180573686	A2	1	4220								
05/30/2013	13:36:02	00:00.0	R	0000_0000000180573686	A2	1	2000								
05/30/2013	13:43:17	00:00.0	R	0000_0000000174764544	A3	1	5378								
05/30/2013	13:57:31	00:00.0	R	0000_0000000174764573	A1	1	13787								
05/30/2013	13:58:09	00:00.0	R	0000_0000000174764544	A3	1	2690								
05/30/2013	14:28:21	00:00.0	R	0000_0000000174764573	A1	1	6948								
05/30/2013	14:42:50	00:00.0	R	0000_0000000174764544	A3	1	8085								
05/30/2013	14:50:54	00:00.0	R	0000_0000000180573686	A2	1	10317								
05/30/2013	14:57:44	00:00.0	R	0000_0000000174764544	A3	1	2696								
05/30/2013	14:59:10	00:00.0	R	0000_0000000174764573	A1	1	6896								
05/30/2013	15:12:38	00:00.0	R	0000_0000000174764544	A3	1	2696								
05/30/2013	15:20:51	00:00.0	R	0000_0000000180573686	A2	1	4139								
05/30/2013	15:27:32	00:00.0	R	0000_0000000174764544	A3	1	2629								
05/30/2013	15:30:00	00:00.0	R	0000_0000000174764573	A1	1	6984								
05/30/2013	15:35:49	00:00.0	R	0000_0000000180573686	A2	1	2036								
05/30/2013	15:50:47	00:00.0	R	0000_0000000180573686	A2	1	2071								
05/30/2013	15:57:20	00:00.0	R	0000_0000000174764544	A3	1	5140								
05/30/2013	16:00:49	00:00.0	R	0000_0000000174764573	A1	1	7196								
05/30/2013	16:20:43	00:00.0	R	0000_0000000180573686	A2	1	4038								
05/30/2013	16:35:41	00:00.0	R	0000_0000000180573686	A2	1	2031								
05/30/2013	16:42:03	00:00.0	R	0000_0000000174764544	A3	1	7851								
05/30/2013	16:50:40	00:00.0	R	0000_0000000180573686	A2	1	2104								
05/30/2013	17:02:25	00:00.0	R	0000_0000000174764573	A1	1	14302								
05/30/2013	17:05:38	00:00.0	R	0000_0000000180573686	A2	1	1851								
05/30/2013	17:11:54	00:00.0	R	0000_0000000174764544	A3	1	5323								
05/30/2013	17:20:37	00:00.0	R	0000_0000000180573686	A2	1	1895								
05/30/2013	17:35:35	00:00.0	R	0000_0000000180573686	A2	1	1926								
05/30/2013	17:41:45	00:00.0	R	0000_0000000174764544	A3	1	5350								
05/30/2013	17:50:33	00:00.0	R	0000_0000000180573686	A2	1	1872								
05/30/2013	18:05:31	00:00.0	R	0000_0000000180573686	A2	1	1787								
05/30/2013	18:11:35	00:00.0	R	0000_0000000174764544	A3	1	5367								
05/30/2013	18:20:29	00:00.0	R	0000_0000000180573686	A2	1	1737								
05/30/2013	18:26:31	00:00.0	R	0000_0000000174764544	A3	1	2696								
05/30/2013	18:34:44	00:00.0	R	0000_0000000174764573	A1	1	22236								
05/30/2013	18:35:27	00:00.0	R	0000_0000000180573686	A2	1	1757								
05/30/2013	18:50:25	00:00.0	R	0000_0000000180573686	A2	1	1840								
05/30/2013	18:56:22	00:00.0	R	0000_0000000174764544	A3	1	5396								
05/30/2013	19:05:31	00:00.0	R	0000_0000000174764573	A1	1	7408								
05/30/2013	19:11:17	00:00.0	R	0000_0000000174764544	A3	1	2699								
05/30/2013	19:20:22	00:00.0	R	0000_0000000180573686	A2	1	3652								
05/30/2013	19:35:20	00:00.0	R	0000_0000000180573686	A2	1	1722								
05/30/2013	19:36:18	00:00.0	R	0000_0000000174764573	A1	1	7473								
05/30/2013	19:41:08	00:00.0	R	0000_0000000174764544	A3	1	5394								
05/30/2013	19:56:04	00:00.0	R	0000_0000000174764544	A3	1	2694								
05/30/2013	20:07:04	00:00.0	R	0000_0000000174764573	A1	1	8019								
05/30/2013	20:10:59	00:00.0	R	0000_0000000174764544	A3	1	2694								
05/30/2013	20:35:13	00:00.0	R	0000_0000000180573686	A2	1	5561								
05/30/2013	20:37:50	00:00.0	R	0000_0000000174764573	A1	1	8635								
05/30/2013	20:40:51	00:00.0	R	0000_0000000174764544	A3	1	5398								
05/30/2013	20:50:11	00:00.0	R	0000_0000000180573686	A2	1	1218								
05/30/2013	20:55:47	00:00.0	R	0000_0000000174764544	A3	1	2702								
05/30/2013	21:08:36	00:00.0	R	0000_0000000174764573	A1	1	8448								
05/30/2013	21:10:42	00:00.0	R	0000_0000000174764544	A3	1	2702								
05/30/2013	21:20:07	00:00.0	R	0000_0000000180573686	A2	1	2852								
05/30/2013	21:35:05	00:00.0	R	0000_0000000180573686	A2	1	1605								
05/30/2013	21:39:21	00:00.0	R	0000_0000000174764573	A1	1	7872								
05/30/2013	21:50:03	00:00.0	R	0000_0000000180573686	A2	1	1611								
05/30/2013	21:55:30	00:00.0	R	0000_0000000174764544	A3	1	8109								
05/30/2013	22:05:01	00:00.0	R	0000_0000000180573686	A2	1	1625								
05/30/2013	22:10:07	00:00.0	R	0000_0000000174764573	A1	1	7854								
05/30/2013	22:19:59	00:00.0	R	0000_0000000180573686	A2	1	1549								
05/30/2013	22:25:22	00:00.0	R	0000_0000000174764544	A3	1	5406								
05/30/2013	22:34:57	00:00.0	R	0000_0000000180573686	A2	1	1484								
05/30/2013	22:40:53	00:00.0	R	0000_0000000174764573	A1	1	8040								
05/30/2013	22:49:56	00:00.0	R	0000_0000000180573686	A2	1	1484								
05/30/2013	22:55:15	00:00.0	R	0000_0000000174764544	A3	1	5408								
05/30/2013	23:04:54	00:00.0	R	0000_0000000180573686	A2	1	1435								
05/30/2013	23:10:11	00:00.0	R	0000_0000000174764544	A3	1	2703								
05/30/2013	23:19:52	00:00.0	R	0000_0000000180573686	A2	1	1431								
05/30/2013	23:25:07	00:00.0	R	0000_0000000174764544	A3	1	2704								
05/30/2013	23:40:03	00:00.0	R	0000_0000000174764544	A3	1	2704								
05/30/2013	23:42:25	00:00.0	R	0000_0000000174764573	A1	1	16446								
05/30/2013	23:55:00	00:00.0	R	0000_0000000174764544	A3	1	2703								
05/31/2013	0:13:11	00:00.0	R	0000_0000000174764573	A1	1	8250								
05/31/2013	0:24:52	00:00.0	R	0000_0000000174764544	A3	1	5408								
05/31/2013	0:39:48	00:00.0	R	0000_0000000174764544	A3	1	2703								
05/31/2013	0:43:57	00:00.0	R	0000_0000000174764573	A1	1	8321								
05/31/2013	0:54:44	00:00.0	R	0000_0000000174764544	A3	1	2703								
05/31/2013	1:04:38	00:00.0	R	0000_0000000180573686	A2	1	9679								
05/31/2013	1:14:43	00:00.0	R	0000_0000000174764573	A1	1	8252								
05/31/2013	1:19:36	00:00.0	R	0000_0000000180573686	A2	1	1455								
05/31/2013	1:24:36	00:00.0	R	0000_0000000174764544	A3	1	5407								
05/31/2013	1:34:34	00:00.0	R	0000_0000000180573686	A2	1	1421								
05/31/2013	1:45:28	00:00.0	R	0000_0000000174764573	A1	1	8167								
05/31/2013	1:49:32	00:00.0	R	0000_0000000180573686	A2	1	1475								
05/31/2013	2:19:28	00:00.0	R	0000_0000000180573686	A2	1	2837								
05/31/2013	2:24:21	00:00.0	R	0000_0000000174764544	A3	1	10816								
05/31/2013	2:34:26	00:00.0	R	0000_0000000180573686	A2	1	1364								
05/31/2013	2:39:17	00:00.0	R	0000_0000000174764544	A3	1	2703								
05/31/2013	2:49:24	00:00.0	R	0000_0000000180573686	A2	1	1316								
05/31/2013	2:54:13	00:00.0	R	0000_0000000174764544	A3	1	2703								
05/31/2013	3:09:09	00:00.0	R	0000_0000000174764544	A3	1	2703								
05/31/2013	3:19:20	00:00.0	R	0000_0000000180573686	A2	1	2633								
05/31/2013	3:39:01	00:00.0	R	0000_0000000174764544	A3	1	5407								
05/31/2013	3:48:32	00:00.0	R	0000_0000000174764573	A1	1	33487								
05/31/2013	3:49:16	00:00.0	R	0000_0000000180573686	A2	1	2575								
05/31/2013	3:53:57	00:00.0	R	0000_0000000174764544	A3	1	2702								
05/31/2013	4:04:15	00:00.0	R	0000_0000000180573686	A2	1	1262								
05/31/2013	4:08:53	00:00.0	R	0000_0000000174764544	A3	1	2702								
05/31/2013	4:19:19	00:00.0	R	0000_0000000174764573	A1	1	8669								
05/31/2013	4:23:48	00:00.0	R	0000_0000000174764544	A3	1	2701								
05/31/2013	4:34:11	00:00.0	R	0000_0000000180573686	A2	1	2277								
05/31/2013	4:50:08	00:00.0	R	0000_0000000174764573	A1	1	8787								
05/31/2013	5:04:07	00:00.0	R	0000_0000000180573686	A2	1	2428								
05/31/2013	5:08:35	00:00.0	R	0000_0000000174764544	A3	1	8097								
05/31/2013	5:20:56	00:00.0	R	0000_0000000174764573	A1	1	8446								
05/31/2013	5:23:30	00:00.0	R	0000_0000000174764544	A3	1	2700								
05/31/2013	5:34:04	00:00.0	R	0000_0000000180573686	A2	1	2564								
