=~=~=~=~=~=~=~=~=~=~=~=	PuTTY	log	2013.06.04	8:41:15	=~=~=~=~=~=~=~=~=~=~=~=										
05/27/2013	11:04:08	00:00.0	R	0000_0000000174764573	A1	1	10894								
05/27/2013	11:08:52	00:00.0	R	0000_0000000174764544	A3	1	1257								
05/27/2013	11:15:17	00:00.0	R	0000_0000000180573686	A2	1	1538								
05/27/2013	11:23:45	00:00.0	R	0000_0000000174764544	A3	1	1143								
05/27/2013	11:30:15	00:00.0	R	0000_0000000180573686	A2	1	1525								
05/27/2013	11:32:08	00:00.0	A	900_226000137633	A3	1	688								
05/27/2013	11:32:13	00:00.0	A	900_226000137633	A3	1	5								
05/27/2013	11:32:45	00:00.0	A	900_226000137633	A3	1	44								
05/27/2013	11:33:09	00:00.3	A	900_226000137633	A3	2	34								
05/27/2013	11:34:56	00:00.0	R	0000_0000000174764573	A1	1	11068								
05/27/2013	11:38:37	00:00.0	R	0000_0000000174764544	A3	1	486								
05/27/2013	11:53:29	00:00.0	R	0000_0000000174764544	A3	1	1237								
05/27/2013	11:55:32	00:00.0	A	900_226000137633	A3	1	162								
05/27/2013	11:56:31	00:00.0	A	900_226000137633	A3	1	77								
05/27/2013	12:00:11	00:00.0	R	0000_0000000180573686	A2	1	2961								
05/27/2013	12:05:45	00:00.0	R	0000_0000000174764573	A1	1	11155								
05/27/2013	12:23:13	00:00.0	R	0000_0000000174764544	A3	1	2251								
05/27/2013	12:45:05	00:00.0	R	0000_0000000180573686	A2	1	4853								
05/27/2013	12:52:58	00:00.0	R	0000_0000000174764544	A3	1	2697								
05/27/2013	13:07:22	00:00.0	R	0000_0000000174764573	A1	1	21822								
05/27/2013	13:07:51	00:00.0	R	0000_0000000174764544	A3	1	1218								
05/27/2013	13:15:01	00:00.0	R	0000_0000000180573686	A2	1	2582								
05/27/2013	13:22:43	00:00.0	R	0000_0000000174764544	A3	1	1163								
05/27/2013	13:29:59	00:00.0	R	0000_0000000180573686	A2	1	1183								
05/27/2013	13:38:11	00:00.0	R	0000_0000000174764573	A1	1	11801								
05/27/2013	13:44:57	00:00.0	R	0000_0000000180573686	A2	1	1220								
05/27/2013	13:52:29	00:00.0	R	0000_0000000174764544	A3	1	2534								
05/27/2013	14:07:23	00:00.0	R	0000_0000000174764544	A3	1	1156								
05/27/2013	14:08:59	00:00.0	R	0000_0000000174764573	A1	1	11587								
05/27/2013	14:22:17	00:00.0	R	0000_0000000174764544	A3	1	994								
05/27/2013	14:29:53	00:00.0	R	0000_0000000180573686	A2	1	3801								
05/27/2013	14:37:12	00:00.0	R	0000_0000000174764544	A3	1	1203								
05/27/2013	14:39:46	00:00.0	R	0000_0000000174764573	A1	1	11796								
05/27/2013	14:59:50	00:00.0	R	0000_0000000180573686	A2	1	2780								
05/27/2013	15:07:01	00:00.0	R	0000_0000000174764544	A3	1	3195								
05/27/2013	15:21:56	00:00.0	R	0000_0000000174764544	A3	1	1389								
05/27/2013	15:29:47	00:00.0	R	0000_0000000180573686	A2	1	3265								
05/27/2013	15:36:50	00:00.0	R	0000_0000000174764544	A3	1	1515								
05/27/2013	15:41:21	00:00.0	R	0000_0000000174764573	A1	1	20638								
05/27/2013	15:44:45	00:00.0	R	0000_0000000180573686	A2	1	1734								
05/27/2013	15:51:45	00:00.0	R	0000_0000000174764544	A3	1	1338								
05/27/2013	16:06:40	00:00.0	R	0000_0000000174764544	A3	1	1413								
05/27/2013	16:12:07	00:00.0	R	0000_0000000174764573	A1	1	10834								
05/27/2013	16:14:42	00:00.0	R	0000_0000000180573686	A2	1	2935								
05/27/2013	16:21:35	00:00.0	R	0000_0000000174764544	A3	1	1212								
05/27/2013	16:29:40	00:00.0	R	0000_0000000180573686	A2	1	1477								
05/27/2013	16:36:30	00:00.0	R	0000_0000000174764544	A3	1	1342								
05/27/2013	16:51:25	00:00.0	R	0000_0000000174764544	A3	1	1524								
05/27/2013	16:59:36	00:00.0	R	0000_0000000180573686	A2	1	3108								
05/27/2013	17:06:20	00:00.0	R	0000_0000000174764544	A3	1	1578								
05/27/2013	17:13:39	00:00.0	R	0000_0000000174764573	A1	1	21225								
05/27/2013	17:14:34	00:00.0	R	0000_0000000180573686	A2	1	1550								
05/27/2013	17:29:33	00:00.0	R	0000_0000000180573686	A2	1	1651								
05/27/2013	17:44:31	00:00.0	R	0000_0000000180573686	A2	1	1739								
05/27/2013	17:51:08	00:00.0	R	0000_0000000174764544	A3	1	4888								
05/27/2013	17:59:29	00:00.0	R	0000_0000000180573686	A2	1	1668								
05/27/2013	18:14:28	00:00.0	R	0000_0000000180573686	A2	1	1615								
05/27/2013	18:15:09	00:00.0	R	0000_0000000174764573	A1	1	19628								
05/27/2013	18:29:26	00:00.0	R	0000_0000000180573686	A2	1	1512								
05/27/2013	18:44:25	00:00.0	R	0000_0000000180573686	A2	1	1586								
05/27/2013	18:45:54	00:00.0	R	0000_0000000174764573	A1	1	9277								
05/27/2013	18:50:54	00:00.0	R	0000_0000000174764544	A3	1	7683								
05/27/2013	18:59:23	00:00.0	R	0000_0000000180573686	A2	1	1535								
05/27/2013	19:05:50	00:00.0	R	0000_0000000174764544	A3	1	2308								
05/27/2013	19:14:21	00:00.0	R	0000_0000000180573686	A2	1	1426								
05/27/2013	19:16:40	00:00.0	R	0000_0000000174764573	A1	1	8912								
05/27/2013	19:20:46	00:00.0	R	0000_0000000174764544	A3	1	2422								
05/27/2013	19:47:25	00:00.0	R	0000_0000000174764573	A1	1	8850								
05/27/2013	19:59:17	00:00.0	R	0000_0000000180573686	A2	1	4027								
05/27/2013	20:05:36	00:00.0	R	0000_0000000174764544	A3	1	7498								
05/27/2013	20:20:33	00:00.0	R	0000_0000000174764544	A3	1	2556								
05/27/2013	20:35:30	00:00.0	R	0000_0000000174764544	A3	1	2577								
05/27/2013	20:44:12	00:00.0	R	0000_0000000180573686	A2	1	4008								
05/27/2013	20:50:27	00:00.0	R	0000_0000000174764544	A3	1	2633								
05/27/2013	20:59:10	00:00.0	R	0000_0000000180573686	A2	1	1355								
05/27/2013	21:05:23	00:00.0	R	0000_0000000174764544	A3	1	2600								
05/27/2013	21:14:08	00:00.0	R	0000_0000000180573686	A2	1	1338								
05/27/2013	21:29:07	00:00.0	R	0000_0000000180573686	A2	1	1346								
05/27/2013	21:35:17	00:00.0	R	0000_0000000174764544	A3	1	5095								
05/27/2013	21:44:05	00:00.0	R	0000_0000000180573686	A2	1	1381								
05/27/2013	21:50:13	00:00.0	R	0000_0000000174764544	A3	1	2599								
05/27/2013	21:59:03	00:00.0	R	0000_0000000180573686	A2	1	1453								
05/27/2013	22:05:10	00:00.0	R	0000_0000000174764544	A3	1	2533								
05/27/2013	22:28:59	00:00.0	R	0000_0000000180573686	A2	1	2879								
05/27/2013	22:35:04	00:00.0	R	0000_0000000174764544	A3	1	5054								
05/27/2013	22:50:00	00:00.0	R	0000_0000000174764544	A3	1	2528								
05/27/2013	22:58:55	00:00.0	R	0000_0000000180573686	A2	1	2950								
05/27/2013	23:04:57	00:00.0	R	0000_0000000174764544	A3	1	2581								
05/27/2013	23:13:53	00:00.0	R	0000_0000000180573686	A2	1	1493								
05/27/2013	23:22:39	00:00.0	R	0000_0000000174764573	A1	1	59864								
05/27/2013	23:28:52	00:00.0	R	0000_0000000180573686	A2	1	1518								
05/27/2013	23:49:47	00:00.0	R	0000_0000000174764544	A3	1	7729								
05/27/2013	23:53:24	00:00.0	R	0000_0000000174764573	A1	1	8237								
05/27/2013	23:58:48	00:00.0	R	0000_0000000180573686	A2	1	3076								
05/28/2013	0:04:44	00:00.0	R	0000_0000000174764544	A3	1	2556								
05/28/2013	0:13:46	00:00.0	R	0000_0000000180573686	A2	1	1534								
05/28/2013	0:19:41	00:00.0	R	0000_0000000174764544	A3	1	2608								
05/28/2013	0:28:44	00:00.0	R	0000_0000000180573686	A2	1	1469								
05/28/2013	0:34:38	00:00.0	R	0000_0000000174764544	A3	1	2615								
05/28/2013	0:43:42	00:00.0	R	0000_0000000180573686	A2	1	1540								
05/28/2013	0:49:35	00:00.0	R	0000_0000000174764544	A3	1	2601								
05/28/2013	0:54:53	00:00.0	R	0000_0000000174764573	A1	1	16409								
05/28/2013	0:58:40	00:00.0	R	0000_0000000180573686	A2	1	1572								
05/28/2013	1:13:38	00:00.0	R	0000_0000000180573686	A2	1	1545								
05/28/2013	1:19:29	00:00.0	R	0000_0000000174764544	A3	1	5212								
05/28/2013	1:25:38	00:00.0	R	0000_0000000174764573	A1	1	8197								
05/28/2013	1:28:35	00:00.0	R	0000_0000000180573686	A2	1	1497								
05/28/2013	1:34:27	00:00.0	R	0000_0000000174764544	A3	1	2582								
05/28/2013	1:43:34	00:00.0	R	0000_0000000180573686	A2	1	1522								
05/28/2013	2:04:22	00:00.0	R	0000_0000000174764544	A3	1	5118								
05/28/2013	2:13:30	00:00.0	R	0000_0000000180573686	A2	1	2957								
05/28/2013	2:19:18	00:00.0	R	0000_0000000174764544	A3	1	2470								
05/28/2013	2:27:07	00:00.0	R	0000_0000000174764573	A1	1	16985								
05/28/2013	2:28:29	00:00.0	R	0000_0000000180573686	A2	1	1358								
05/28/2013	2:34:16	00:00.0	R	0000_0000000174764544	A3	1	2455								
05/28/2013	2:43:27	00:00.0	R	0000_0000000180573686	A2	1	1326								
05/28/2013	2:49:13	00:00.0	R	0000_0000000174764544	A3	1	2406								
05/28/2013	2:57:51	00:00.0	R	0000_0000000174764573	A1	1	9063								
05/28/2013	3:04:10	00:00.0	R	0000_0000000174764544	A3	1	2410								
05/28/2013	3:13:23	00:00.0	R	0000_0000000180573686	A2	1	2627								
05/28/2013	3:28:36	00:00.0	R	0000_0000000174764573	A1	1	8990								
05/28/2013	3:34:03	00:00.0	R	0000_0000000174764544	A3	1	4580								
05/28/2013	3:43:19	00:00.0	R	0000_0000000180573686	A2	1	2896								
05/28/2013	3:58:18	00:00.0	R	0000_0000000180573686	A2	1	1443								
05/28/2013	3:59:21	00:00.0	R	0000_0000000174764573	A1	1	9240								
05/28/2013	4:13:16	00:00.0	R	0000_0000000180573686	A2	1	1409								
05/28/2013	4:18:53	00:00.0	R	0000_0000000174764544	A3	1	6376								
05/28/2013	4:28:14	00:00.0	R	0000_0000000180573686	A2	1	1375								
05/28/2013	4:30:07	00:00.0	R	0000_0000000174764573	A1	1	9709								
05/28/2013	4:33:49	00:00.0	R	0000_0000000174764544	A3	1	1932								
05/28/2013	4:58:10	00:00.0	R	0000_0000000180573686	A2	1	2660								
05/28/2013	5:00:54	00:00.0	R	0000_0000000174764573	A1	1	10191								
05/28/2013	5:03:41	00:00.0	R	0000_0000000174764544	A3	1	3683								
05/28/2013	5:13:07	00:00.0	R	0000_0000000180573686	A2	1	1213								
05/28/2013	5:18:37	00:00.0	R	0000_0000000174764544	A3	1	1688								
05/28/2013	5:28:05	00:00.0	R	0000_0000000180573686	A2	1	1372								
05/28/2013	5:31:42	00:00.0	R	0000_0000000174764573	A1	1	10589								
05/28/2013	5:43:03	00:00.0	R	0000_0000000180573686	A2	1	1440								
05/28/2013	5:48:27	00:00.0	R	0000_0000000174764544	A3	1	3338								
05/28/2013	6:03:22	00:00.0	R	0000_0000000174764544	A3	1	1897								
05/28/2013	6:12:59	00:00.0	R	0000_0000000180573686	A2	1	3340								
05/28/2013	6:27:57	00:00.0	R	0000_0000000180573686	A2	1	1688								
05/28/2013	6:33:12	00:00.0	R	0000_0000000174764544	A3	1	4394								
05/28/2013	6:33:16	00:00.0	R	0000_0000000174764573	A1	1	18469								
05/28/2013	6:48:07	00:00.0	R	0000_0000000174764544	A3	1	2195								
05/28/2013	6:57:53	00:00.0	R	0000_0000000180573686	A2	1	3367								
05/28/2013	7:04:03	00:00.0	R	0000_0000000174764573	A1	1	8779								
05/28/2013	7:32:52	00:00.0	R	0000_0000000174764544	A3	1	7266								
05/28/2013	7:42:48	00:00.0	R	0000_0000000180573686	A2	1	4604								
05/28/2013	7:57:46	00:00.0	R	0000_0000000180573686	A2	1	1419								
05/28/2013	8:02:43	00:00.0	R	0000_0000000174764544	A3	1	5297								
05/28/2013	8:05:36	00:00.0	R	0000_0000000174764573	A1	1	16607								
05/28/2013	8:12:45	00:00.0	R	0000_0000000180573686	A2	1	1302								
05/28/2013	8:17:38	00:00.0	R	0000_0000000174764544	A3	1	2680								
05/28/2013	8:42:41	00:00.0	R	0000_0000000180573686	A2	1	2335								
05/28/2013	8:57:39	00:00.0	R	0000_0000000180573686	A2	1	1064								
05/28/2013	9:12:38	00:00.0	R	0000_0000000180573686	A2	1	960								
05/28/2013	9:27:36	00:00.0	R	0000_0000000180573686	A2	1	859								
05/28/2013	9:47:13	00:00.0	R	0000_0000000174764544	A3	1	16142								
05/28/2013	9:57:32	00:00.0	R	0000_0000000180573686	A2	1	1358								
05/28/2013	10:08:42	00:00.0	R	0000_0000000174764573	A1	1	37122								
05/28/2013	10:12:31	00:00.0	R	0000_0000000180573686	A2	1	451								
05/28/2013	10:17:04	00:00.0	R	0000_0000000174764544	A3	1	5403								
05/28/2013	10:27:29	00:00.0	R	0000_0000000180573686	A2	1	333								
05/28/2013	10:32:00	00:00.0	R	0000_0000000174764544	A3	1	2702								
05/28/2013	10:42:28	00:00.0	R	0000_0000000180573686	A2	1	317								
05/28/2013	10:46:56	00:00.0	R	0000_0000000174764544	A3	1	2702								
05/28/2013	10:57:26	00:00.0	R	0000_0000000180573686	A2	1	279								
05/28/2013	11:10:14	00:00.0	R	0000_0000000174764573	A1	1	21011								
05/28/2013	11:12:24	00:00.0	R	0000_0000000180573686	A2	1	271								
05/28/2013	11:16:48	00:00.0	R	0000_0000000174764544	A3	1	5405								
05/28/2013	11:27:23	00:00.0	R	0000_0000000180573686	A2	1	234								
05/28/2013	11:31:44	00:00.0	R	0000_0000000174764544	A3	1	2703								
05/28/2013	11:41:00	00:00.0	R	0000_0000000174764573	A1	1	10632								
05/28/2013	11:42:21	00:00.0	R	0000_0000000180573686	A2	1	257								
05/28/2013	12:11:46	00:00.0	R	0000_0000000174764573	A1	1	10657								
05/28/2013	12:16:32	00:00.0	R	0000_0000000174764544	A3	1	8110								
05/28/2013	12:31:28	00:00.0	R	0000_0000000174764544	A3	1	2703								
05/28/2013	12:42:13	00:00.0	R	0000_0000000180573686	A2	1	915								
05/28/2013	12:42:32	00:00.0	R	0000_0000000174764573	A1	1	10671								
05/28/2013	12:46:24	00:00.0	R	0000_0000000174764544	A3	1	2702								
05/28/2013	12:57:11	00:00.0	R	0000_0000000180573686	A2	1	216								
05/28/2013	13:01:20	00:00.0	R	0000_0000000174764544	A3	1	2701								
05/28/2013	13:13:18	00:00.0	R	0000_0000000174764573	A1	1	10732								
05/28/2013	13:31:13	00:00.0	R	0000_0000000174764544	A3	1	5408								
05/28/2013	13:57:05	00:00.0	R	0000_0000000180573686	A2	1	683								
05/28/2013	14:12:10	00:00.3	A	900_226000137633	A3	2	7411								
05/28/2013	14:12:12	00:00.0	A	900_226000137633	A3	1	6								
05/28/2013	14:13:17	00:00.3	A	900_226000137633	A3	2	194								
05/28/2013	14:13:40	00:00.3	A	900_226000137633	A3	2	68								
05/28/2013	14:14:49	00:00.0	R	0000_0000000174764573	A1	1	21571								
05/28/2013	14:16:01	00:00.0	R	0000_0000000174764544	A3	1	423								
05/28/2013	14:19:26	00:00.0	A	900_226000137633	A3	1	616								
05/28/2013	14:21:59	00:00.0	A	900_226000137633	A3	1	461								
05/28/2013	14:23:39	00:00.3	A	900_226000137633	A3	2	302								
05/28/2013	14:30:57	00:00.0	R	0000_0000000174764544	A3	1	1319								
05/28/2013	14:41:59	00:00.0	R	0000_0000000180573686	A2	1	635								
05/28/2013	14:45:35	00:00.0	R	0000_0000000174764573	A1	1	10659								
05/28/2013	14:45:53	00:00.0	R	0000_0000000174764544	A3	1	2703								
05/28/2013	14:56:58	00:00.0	R	0000_0000000180573686	A2	1	286								
05/28/2013	15:00:49	00:00.0	R	0000_0000000174764544	A3	1	2703								
05/28/2013	15:26:55	00:00.0	R	0000_0000000180573686	A2	1	475								
05/28/2013	15:30:41	00:00.0	R	0000_0000000174764544	A3	1	5405								
05/28/2013	15:47:07	00:00.0	R	0000_0000000174764573	A1	1	21202								
05/28/2013	15:56:51	00:00.0	R	0000_0000000180573686	A2	1	555								
05/28/2013	16:11:49	00:00.0	R	0000_0000000180573686	A2	1	300								
05/28/2013	16:17:53	00:00.0	R	0000_0000000174764573	A1	1	10545								
05/28/2013	16:26:48	00:00.0	R	0000_0000000180573686	A2	1	323								
05/28/2013	16:30:25	00:00.0	R	0000_0000000174764544	A3	1	10815								
05/28/2013	16:41:46	00:00.0	R	0000_0000000180573686	A2	1	392								
05/28/2013	16:45:21	00:00.0	R	0000_0000000174764544	A3	1	2703								
05/28/2013	16:48:38	00:00.0	R	0000_0000000174764573	A1	1	10359								
05/28/2013	16:56:45	00:00.0	R	0000_0000000180573686	A2	1	393								
05/28/2013	17:11:43	00:00.0	R	0000_0000000180573686	A2	1	365								
05/28/2013	17:26:42	00:00.0	R	0000_0000000180573686	A2	1	460								
05/28/2013	17:41:40	00:00.0	R	0000_0000000180573686	A2	1	512								
05/28/2013	17:56:38	00:00.0	R	0000_0000000180573686	A2	1	535								
05/28/2013	18:11:36	00:00.0	R	0000_0000000180573686	A2	1	611								
05/28/2013	18:14:58	00:00.0	R	0000_0000000174764544	A3	1	16222								
05/28/2013	18:20:56	00:00.0	R	0000_0000000174764573	A1	1	30331								
05/28/2013	18:26:34	00:00.0	R	0000_0000000180573686	A2	1	622								
05/28/2013	18:29:54	00:00.0	R	0000_0000000174764544	A3	1	2703								
05/28/2013	18:41:32	00:00.0	R	0000_0000000180573686	A2	1	635								
05/28/2013	18:44:50	00:00.0	R	0000_0000000174764544	A3	1	2702								
05/28/2013	18:56:30	00:00.0	R	0000_0000000180573686	A2	1	629								
05/28/2013	18:59:46	00:00.0	R	0000_0000000174764544	A3	1	2702								
05/28/2013	19:11:28	00:00.0	R	0000_0000000180573686	A2	1	610								
05/28/2013	19:41:24	00:00.0	R	0000_0000000180573686	A2	1	1220								
05/28/2013	19:44:33	00:00.0	R	0000_0000000174764544	A3	1	8109								
05/28/2013	19:53:13	00:00.0	R	0000_0000000174764573	A1	1	29573								
05/28/2013	19:56:22	00:00.0	R	0000_0000000180573686	A2	1	676								
05/28/2013	19:59:29	00:00.0	R	0000_0000000174764544	A3	1	2702								
05/28/2013	20:14:25	00:00.0	R	0000_0000000174764544	A3	1	2702								
05/28/2013	20:23:59	00:00.0	R	0000_0000000174764573	A1	1	9697								
05/28/2013	20:26:18	00:00.0	R	0000_0000000180573686	A2	1	1386								
05/28/2013	20:29:21	00:00.0	R	0000_0000000174764544	A3	1	2703								
05/28/2013	20:41:16	00:00.0	R	0000_0000000180573686	A2	1	688								
05/28/2013	21:11:13	00:00.0	R	0000_0000000180573686	A2	1	1475								
05/28/2013	21:14:10	00:00.0	R	0000_0000000174764544	A3	1	8111								
05/28/2013	21:25:30	00:00.0	R	0000_0000000174764573	A1	1	19280								
05/28/2013	21:26:11	00:00.0	R	0000_0000000180573686	A2	1	743								
05/28/2013	21:29:06	00:00.0	R	0000_0000000174764544	A3	1	2703								
05/28/2013	21:41:09	00:00.0	R	0000_0000000180573686	A2	1	773								
05/28/2013	21:56:16	00:00.0	R	0000_0000000174764573	A1	1	9555								
05/28/2013	21:58:58	00:00.0	R	0000_0000000174764544	A3	1	5407								
05/28/2013	22:11:05	00:00.0	R	0000_0000000180573686	A2	1	1548								
05/28/2013	22:13:54	00:00.0	R	0000_0000000174764544	A3	1	2702								
05/28/2013	22:26:03	00:00.0	R	0000_0000000180573686	A2	1	750								
05/28/2013	22:27:02	00:00.0	R	0000_0000000174764573	A1	1	9566								
05/28/2013	22:41:01	00:00.0	R	0000_0000000180573686	A2	1	797								
05/28/2013	22:43:46	00:00.0	R	0000_0000000174764544	A3	1	5405								
05/28/2013	22:58:42	00:00.0	R	0000_0000000174764544	A3	1	2703								
05/28/2013	23:13:39	00:00.0	R	0000_0000000174764544	A3	1	2703								
05/28/2013	23:25:56	00:00.0	R	0000_0000000180573686	A2	1	2510								
05/28/2013	23:28:33	00:00.0	R	0000_0000000174764573	A1	1	18874								
05/28/2013	23:40:54	00:00.0	R	0000_0000000180573686	A2	1	804								
05/28/2013	23:58:27	00:00.0	R	0000_0000000174764544	A3	1	8112								
05/28/2013	23:59:18	00:00.0	R	0000_0000000174764573	A1	1	9409								
05/29/2013	0:28:20	00:00.0	R	0000_0000000174764544	A3	1	5407								
05/29/2013	0:43:16	00:00.0	R	0000_0000000174764544	A3	1	2703								
05/29/2013	0:58:13	00:00.0	R	0000_0000000174764544	A3	1	2703								
05/29/2013	1:10:42	00:00.0	R	0000_0000000180573686	A2	1	5321								
05/29/2013	1:13:09	00:00.0	R	0000_0000000174764544	A3	1	2703								
05/29/2013	1:25:40	00:00.0	R	0000_0000000180573686	A2	1	874								
05/29/2013	1:28:05	00:00.0	R	0000_0000000174764544	A3	1	2704								
05/29/2013	1:40:38	00:00.0	R	0000_0000000180573686	A2	1	889								
05/29/2013	1:43:02	00:00.0	R	0000_0000000174764544	A3	1	2702								
05/29/2013	1:55:36	00:00.0	R	0000_0000000180573686	A2	1	867								
05/29/2013	1:57:57	00:00.0	R	0000_0000000174764544	A3	1	2702								
05/29/2013	2:12:54	00:00.0	R	0000_0000000174764544	A3	1	2703								
05/29/2013	2:25:33	00:00.0	R	0000_0000000180573686	A2	1	1628								
05/29/2013	2:33:04	00:00.0	R	0000_0000000174764573	A1	1	46755								
05/29/2013	2:40:31	00:00.0	R	0000_0000000180573686	A2	1	751								
05/29/2013	2:55:30	00:00.0	R	0000_0000000180573686	A2	1	716								
05/29/2013	2:57:42	00:00.0	R	0000_0000000174764544	A3	1	8109								
05/29/2013	3:03:50	00:00.0	R	0000_0000000174764573	A1	1	9670								
05/29/2013	3:25:26	00:00.0	R	0000_0000000180573686	A2	1	1362								
05/29/2013	3:34:35	00:00.0	R	0000_0000000174764573	A1	1	9767								
05/29/2013	3:42:30	00:00.0	R	0000_0000000174764544	A3	1	8103								
05/29/2013	3:55:22	00:00.0	R	0000_0000000180573686	A2	1	1358								
05/29/2013	3:57:25	00:00.0	R	0000_0000000174764544	A3	1	2700								
05/29/2013	4:05:21	00:00.0	R	0000_0000000174764573	A1	1	9642								
05/29/2013	4:25:19	00:00.0	R	0000_0000000180573686	A2	1	1739								
05/29/2013	4:27:16	00:00.0	R	0000_0000000174764544	A3	1	5403								
05/29/2013	4:36:06	00:00.0	R	0000_0000000174764573	A1	1	9244								
05/29/2013	4:42:12	00:00.0	R	0000_0000000174764544	A3	1	2700								
05/29/2013	4:55:15	00:00.0	R	0000_0000000180573686	A2	1	1910								
05/29/2013	4:57:07	00:00.0	R	0000_0000000174764544	A3	1	2697								
05/29/2013	5:06:51	00:00.0	R	0000_0000000174764573	A1	1	9113								
